log_buy_price,sq_mt_built,n_rooms,n_bathrooms,neighborhood,has_lift,has_parking,has_pool,has_garden,has_storage_room,is_floor_under
12.515397562803473,140.0,3,3.0,131,1.0,0,1,0,1,0.0
11.350418300109132,58.0,3,1.0,133,0.0,0,0,0,0,0.0
11.451060699493427,65.0,3,1.0,135,0.0,0,0,0,0,0.0
12.07254696717504,110.0,4,2.0,133,0.0,0,0,0,0,0.0
12.498745990829315,173.0,4,2.0,131,1.0,1,1,0,1,0.0
11.957617696467539,75.0,2,1.0,134,1.0,0,0,0,1,0.0
12.118115366771033,90.0,1,1.0,131,1.0,1,1,0,1,0.0
12.25486757159303,125.0,3,2.0,133,1.0,1,0,0,1,0.0
11.350418300109132,58.0,2,1.0,134,0.0,0,0,0,0,1.0
11.982310152711182,92.0,3,1.0,132,1.0,0,0,0,0,0.0
11.669937760751914,70.0,2,1.0,134,0.0,0,0,0,0,0.0
11.608244735642321,54.0,2,1.0,134,0.0,0,0,0,0,0.0
11.51293546492023,52.0,2,1.0,133,0.0,0,0,0,0,0.0
11.849404844423074,108.0,3,1.0,134,0.0,0,0,0,0,0.0
11.575909653758895,65.0,2,1.0,133,0.0,0,0,0,0,0.0
11.755879486687116,102.0,3,2.0,133,0.0,0,0,0,0,0.0
11.904974309480183,80.0,2,1.0,134,1.0,1,0,0,1,0.0
12.230770136157428,108.0,2,1.0,131,1.0,1,1,0,1,0.0
12.301387370778713,80.0,3,2.0,133,1.0,1,1,0,0,0.0
11.643962499267984,16.0,3,1.0,133,0.0,0,0,0,0,0.0
11.40646434386837,54.0,2,1.0,134,0.0,0,0,0,0,0.0
12.25486757159303,70.0,2,2.0,133,1.0,1,1,0,1,0.0
11.884495917930655,99.0,2,2.0,134,1.0,0,0,0,0,1.0
12.524530013005734,123.0,4,2.0,133,1.0,0,0,0,0,0.0
11.552155793461898,64.0,3,1.0,132,0.0,0,0,0,0,0.0
12.339860255328272,107.0,3,2.0,131,1.0,1,1,0,1,0.0
12.037784162947647,76.0,2,2.0,131,1.0,1,1,0,1,0.0
12.315030184137246,109.0,3,2.0,131,1.0,1,1,0,1,0.0
12.30171458847684,108.0,3,2.0,131,1.0,1,1,0,1,0.0
12.370395696621452,103.0,3,2.0,131,1.0,0,1,0,0,0.0
12.409017571151187,103.0,3,2.0,131,1.0,1,1,0,1,0.0
12.468440756144114,143.0,3,2.0,131,1.0,1,1,0,1,1.0
12.367345048436391,99.0,3,2.0,131,1.0,1,1,0,1,0.0
12.367345048436391,100.0,3,2.0,131,1.0,1,1,0,1,0.0
12.487488878546145,176.0,2,2.0,131,1.0,1,1,0,1,0.0
12.154784614286667,87.0,2,2.0,131,1.0,1,1,0,1,0.0
12.453385745831568,106.0,3,2.0,131,1.0,0,1,0,0,0.0
12.476061614075888,113.0,3,2.0,131,1.0,0,1,0,0,1.0
12.51852293747015,115.0,3,2.0,131,1.0,0,1,0,0,0.0
12.603579503939958,129.0,3,2.0,131,1.0,0,1,0,0,0.0
12.541755284787133,115.0,3,2.0,131,1.0,0,1,0,0,0.0
11.813037464800539,110.0,2,2.0,134,0.0,0,0,0,1,1.0
12.180759965737863,90.0,3,2.0,132,1.0,0,0,0,1,0.0
11.751162533892076,60.0,2,1.0,133,0.0,0,0,0,0,0.0
11.823354355742923,54.0,2,1.0,132,0.0,0,0,0,0,0.0
11.884495917930655,80.0,3,1.0,134,0.0,0,0,0,0,1.0
11.755879486687116,73.0,2,1.0,134,1.0,0,0,0,0,0.0
12.095146671399466,122.0,3,2.0,134,1.0,1,0,0,0,1.0
12.491713886902158,98.0,3,2.0,131,1.0,1,1,0,1,1.0
12.476061614075888,97.0,3,2.0,131,1.0,1,1,0,1,1.0
12.603579503939958,111.0,3,2.0,131,1.0,1,1,0,1,0.0
12.435476559815198,99.0,3,2.0,131,1.0,1,1,0,1,0.0
11.63956692643747,77.0,3,1.0,133,0.0,0,0,0,0,0.0
11.835016210489899,85.0,3,1.0,134,0.0,0,0,0,0,0.0
12.323860125621126,90.0,3,2.0,131,1.0,1,1,0,1,0.0
12.483708170000067,133.0,2,1.0,133,1.0,1,1,0,1,0.0
11.495382482752067,60.0,3,1.0,133,0.0,0,0,0,0,0.0
12.524530013005734,133.0,3,3.0,131,1.0,0,1,0,1,0.0
11.728044909070785,85.0,2,1.0,134,0.0,0,0,0,0,0.0
12.0107509519492,59.0,2,2.0,132,1.0,1,1,0,1,0.0
12.010161162584184,59.0,2,2.0,132,1.0,1,1,0,1,0.0
12.0163396920602,58.0,2,2.0,132,1.0,1,1,0,1,0.0
12.219136934859375,79.0,3,2.0,132,1.0,1,1,0,1,0.0
12.00910231747826,60.0,2,2.0,132,1.0,1,1,0,1,1.0
12.468440756144114,121.0,3,2.0,133,1.0,1,1,0,1,0.0
12.594394985777612,126.0,3,2.0,134,1.0,1,1,0,1,0.0
12.675766851909591,134.0,4,2.0,134,1.0,1,1,0,1,0.0
12.468056068255885,111.0,3,2.0,134,1.0,1,1,0,1,0.0
12.563400876030764,122.0,3,2.0,134,1.0,1,1,0,1,0.0
12.57729476436913,125.0,3,2.0,134,1.0,1,1,0,1,0.0
12.428820118415677,102.0,2,2.0,134,1.0,1,1,0,1,0.0
12.518519279203474,104.0,3,2.0,131,1.0,1,1,0,1,0.0
11.560772327227417,66.0,3,1.0,135,1.0,0,0,0,0,0.0
11.951186847493476,95.0,2,1.0,134,0.0,0,0,0,0,0.0
11.51293546492023,74.0,3,1.0,135,0.0,0,0,0,0,0.0
12.25486757159303,97.0,2,1.0,131,1.0,1,1,0,1,1.0
12.388398368982115,90.0,2,2.0,134,1.0,1,1,0,1,0.0
12.456835254920371,130.0,4,2.0,134,1.0,0,1,0,0,0.0
11.338583982516495,49.0,2,1.0,134,1.0,0,0,0,0,1.0
12.657151449598695,151.0,3,2.0,133,1.0,1,1,0,1,0.0
11.580593459194764,69.0,3,1.0,135,0.0,0,0,0,1,0.0
12.691583538230217,170.0,3,2.0,131,1.0,1,1,0,1,0.0
11.39640288460621,48.0,2,1.0,133,0.0,0,0,0,0,0.0
12.55989703048335,98.0,3,2.0,133,1.0,1,1,0,1,0.0
11.813037464800539,50.0,1,1.0,134,1.0,1,1,0,1,0.0
12.345838935721968,136.0,3,2.0,134,1.0,1,0,0,0,0.0
12.001511614739405,80.0,3,1.0,132,1.0,0,0,0,1,0.0
12.128116509451258,95.0,3,1.0,134,0.0,0,0,0,0,0.0
11.289794413577894,56.0,3,1.0,132,0.0,0,0,0,0,0.0
11.338583982516495,43.0,1,1.0,133,0.0,0,0,0,0,1.0
11.694421681264394,72.0,3,1.0,134,1.0,0,0,0,0,0.0
11.950541482162043,100.0,4,2.0,132,1.0,0,0,0,1,0.0
11.694421681264394,70.0,3,1.0,132,1.0,0,0,0,0,0.0
11.288543647320601,60.0,2,1.0,135,0.0,0,0,0,0,1.0
11.288543647320601,60.0,2,1.0,134,0.0,0,0,0,0,0.0
11.774527900858468,91.0,3,2.0,132,0.0,0,0,0,0,0.0
11.511934974596555,74.0,3,1.0,134,0.0,0,0,0,0,0.0
12.524530013005734,110.0,3,2.0,131,1.0,1,1,0,1,0.0
11.424105180165641,83.0,3,1.0,134,0.0,0,0,0,0,0.0
11.767575435251748,25.0,0,1.0,133,1.0,1,1,0,1,0.0
11.372064418801726,65.0,2,1.0,134,0.0,0,0,0,0,1.0
11.561725152903833,58.0,3,1.0,131,0.0,0,0,0,0,0.0
12.283038316285214,115.0,3,2.0,131,1.0,1,1,0,0,0.0
11.695255355062795,82.0,3,1.0,134,0.0,0,0,0,0,0.0
11.813037464800539,83.0,3,1.0,134,1.0,0,0,0,0,1.0
12.264346270624157,90.0,2,1.0,131,1.0,0,1,0,1,1.0
12.122696471358964,95.0,2,2.0,135,1.0,0,0,0,1,0.0
11.982935344196433,89.0,3,1.0,134,0.0,0,0,0,0,1.0
12.611507753188329,178.0,4,2.0,133,1.0,1,1,0,1,0.0
11.669937760751914,59.0,2,1.0,133,0.0,0,0,0,0,0.0
12.013706813470414,100.0,4,1.0,132,1.0,0,0,0,0,1.0
11.461642696843066,68.0,3,1.0,134,0.0,0,0,0,0,0.0
11.571203807011969,50.0,2,1.0,134,0.0,0,0,0,0,0.0
12.34148164933907,114.0,4,2.0,134,1.0,0,0,0,0,0.0
11.951186847493476,81.0,3,2.0,134,1.0,1,0,0,1,0.0
12.33801715472093,91.0,2,2.0,131,1.0,1,1,0,1,0.0
11.51293546492023,95.0,3,1.0,131,0.0,0,0,0,0,0.0
11.849404844423074,80.0,3,1.0,134,0.0,0,0,0,0,1.0
11.561725152903833,60.0,2,1.0,134,0.0,0,0,0,0,0.0
12.013706813470414,80.0,3,1.0,132,1.0,0,0,0,0,0.0
11.19822841866684,60.0,2,1.0,135,1.0,0,0,0,0,0.0
11.976665770490767,50.0,1,1.0,134,1.0,1,1,0,1,0.0
11.820343986057841,136.0,3,1.0,134,0.0,0,0,0,1,0.0
12.25486757159303,96.0,2,2.0,132,1.0,1,1,0,1,0.0
12.19602736016897,71.0,2,2.0,133,1.0,0,1,0,1,0.0
11.848690308590857,74.0,2,1.0,133,0.0,0,0,0,0,0.0
11.608244735642321,65.0,2,1.0,135,0.0,0,0,0,0,0.0
11.982935344196433,93.0,3,1.0,132,1.0,0,0,0,0,0.0
11.542493975902508,75.0,3,1.0,134,0.0,0,0,0,0,0.0
11.51293546492023,63.0,3,1.0,133,0.0,0,0,0,0,1.0
11.407576060361786,65.0,3,1.0,134,0.0,0,0,0,0,0.0
11.950541482162043,115.0,3,1.0,134,1.0,0,0,0,1,0.0
11.317652398287233,63.0,2,1.0,135,1.0,0,0,0,0,0.0
11.845109950883979,72.0,3,1.0,132,1.0,0,0,0,0,0.0
11.950541482162043,100.0,2,2.0,134,1.0,1,0,0,1,1.0
11.951186847493476,90.0,3,2.0,134,1.0,1,0,0,1,0.0
11.385103457032141,66.0,3,1.0,135,0.0,0,0,0,0,0.0
12.323860125621126,102.0,3,2.0,132,1.0,0,0,0,0,0.0
12.149507585033072,105.0,2,1.0,133,1.0,1,0,0,0,0.0
11.835016210489899,95.0,4,1.0,133,0.0,0,0,0,0,0.0
12.180759965737863,120.0,3,1.0,132,1.0,0,0,0,0,0.0
12.310437165348775,90.0,3,2.0,131,1.0,1,1,0,1,0.0
11.296024885689746,64.0,3,1.0,133,0.0,0,0,0,0,1.0
12.111767460549332,80.0,3,1.0,132,1.0,0,0,0,0,0.0
12.59473402514672,120.0,3,2.0,134,0.0,1,0,0,1,0.0
12.506180941677357,82.0,2,2.0,132,1.0,1,1,0,1,0.0
11.662215780913316,81.0,3,1.0,131,0.0,0,0,0,0,0.0
12.429220196836383,103.0,3,2.0,133,1.0,1,1,0,1,0.0
11.288543647320601,63.0,3,1.0,132,0.0,0,0,0,0,0.0
11.502885230075814,70.0,3,1.0,135,1.0,0,0,0,0,0.0
11.21923873391915,60.0,3,1.0,135,0.0,0,0,0,0,0.0
11.561725152903833,45.0,2,1.0,133,0.0,0,0,0,0,0.0
11.775297421715827,95.0,3,1.0,133,0.0,0,0,0,0,0.0
11.695255355062795,70.0,3,1.0,133,0.0,0,0,0,0,0.0
11.91170829631447,71.0,3,1.0,133,1.0,0,0,0,0,0.0
11.813037464800539,70.0,3,1.0,133,1.0,0,0,0,0,0.0
12.345838935721968,98.0,4,2.0,133,1.0,0,0,0,0,1.0
11.418625774449596,55.0,3,1.0,132,0.0,0,0,0,0,0.0
12.127575825689417,115.0,4,1.0,133,0.0,0,0,0,0,0.0
11.751950239425476,78.0,3,1.0,134,0.0,0,0,0,0,0.0
11.3373928113354,68.0,3,1.0,135,0.0,0,0,0,0,0.0
12.100717685412471,120.0,3,1.0,134,0.0,1,1,0,1,0.0
11.23850177707664,64.0,3,1.0,135,0.0,0,0,0,0,0.0
12.001511614739405,92.0,4,1.0,132,1.0,0,0,0,1,0.0
12.54254845357358,154.0,3,2.0,131,1.0,1,1,0,1,0.0
12.100717685412471,105.0,3,2.0,133,0.0,0,0,0,1,1.0
11.759793355371237,70.0,2,1.0,134,0.0,0,0,0,0,1.0
12.020953178232556,93.0,3,1.0,132,1.0,0,0,0,0,0.0
11.646590598651017,53.0,3,1.0,133,0.0,0,0,0,0,0.0
11.767575435251748,86.0,3,1.0,134,1.0,0,0,0,0,0.0
11.790564777297387,75.0,3,2.0,132,0.0,0,0,0,1,0.0
11.813037464800539,85.0,3,1.0,134,0.0,0,0,0,0,1.0
11.502885230075814,65.0,2,1.0,134,0.0,0,0,0,0,1.0
11.646590598651017,53.0,3,1.0,133,0.0,0,0,0,0,0.0
11.385103457032141,68.0,3,1.0,135,0.0,0,0,0,0,0.0
11.608244735642321,75.0,3,1.0,132,0.0,0,0,0,0,0.0
11.891368749982085,83.0,2,1.0,134,1.0,0,0,0,1,0.0
11.626263078808801,95.0,3,1.0,134,0.0,0,0,0,1,1.0
10.985309671896763,30.0,1,1.0,135,0.0,0,0,0,0,1.0
11.891368749982085,53.0,1,1.0,131,1.0,1,1,0,1,0.0
12.524530013005734,125.0,3,3.0,131,1.0,0,1,0,1,0.0
12.08954444723597,153.0,4,2.0,134,1.0,1,0,0,1,0.0
11.472113887062386,66.0,2,1.0,135,0.0,0,0,0,0,0.0
11.314486721293981,63.0,3,1.0,135,0.0,0,0,0,0,0.0
11.751162533892076,59.0,2,1.0,133,0.0,0,0,0,0,0.0
12.201065128819632,95.0,3,1.0,134,0.0,1,1,0,1,1.0
12.354496960983985,65.0,2,1.0,134,1.0,1,0,0,1,0.0
12.388398368982115,69.0,2,1.0,134,1.0,0,1,0,0,0.0
12.706850963741102,115.0,4,2.0,133,1.0,0,0,0,1,0.0
11.695255355062795,60.0,3,1.0,134,1.0,0,0,0,0,0.0
12.055255569732177,90.0,3,2.0,134,1.0,1,0,0,1,0.0
11.317652398287233,60.0,3,1.0,135,1.0,0,0,0,0,0.0
11.599112335481124,65.0,2,1.0,132,1.0,0,0,0,0,1.0
11.798111925972618,115.0,4,1.0,132,1.0,0,0,0,1,0.0
11.6172944892629,83.0,3,2.0,135,1.0,0,0,0,0,0.0
11.608244735642321,55.0,2,1.0,134,0.0,0,0,0,0,0.0
12.100662128622306,80.0,2,2.0,131,1.0,1,1,0,1,0.0
11.957617696467539,68.0,3,1.0,134,0.0,0,0,0,0,0.0
12.337105293891872,89.0,2,2.0,134,1.0,0,0,0,0,0.0
11.39640288460621,61.0,3,1.0,135,0.0,0,0,0,0,0.0
11.686887175419702,67.0,3,1.0,132,1.0,0,0,0,0,0.0
11.451060699493427,68.0,3,1.0,135,0.0,0,0,0,0,0.0
12.07254696717504,92.0,3,2.0,132,1.0,0,0,0,0,0.0
11.407576060361786,70.0,3,1.0,135,0.0,0,0,0,0,0.0
12.025755079404917,63.0,3,1.0,133,1.0,0,0,0,0,0.0
11.472113887062386,57.0,3,1.0,132,0.0,0,0,0,0,0.0
11.338583982516495,63.0,3,1.0,134,0.0,0,0,0,0,0.0
11.522885696764481,52.0,2,1.0,132,0.0,0,0,0,0,0.0
12.25486757159303,125.0,3,2.0,133,1.0,1,0,0,1,0.0
12.524530013005734,125.0,3,3.0,131,1.0,0,1,0,1,0.0
11.786008995353765,75.0,3,1.0,133,1.0,0,0,0,0,0.0
11.786008995353765,71.0,3,1.0,134,1.0,0,0,0,0,0.0
11.461642696843066,80.0,3,1.0,134,0.0,0,0,0,0,0.0
11.440365524765756,66.0,3,1.0,134,1.0,0,0,0,0,0.0
11.947955847790901,95.0,2,2.0,134,1.0,0,0,0,0,1.0
11.51293546492023,61.0,3,1.0,131,0.0,0,0,0,0,0.0
11.47107168834584,42.0,4,1.0,135,0.0,0,0,0,0,1.0
11.950541482162043,85.0,3,1.0,133,0.0,1,0,0,0,0.0
11.652696102959753,80.0,2,1.0,132,1.0,0,0,0,1,0.0
11.472113887062386,55.0,2,1.0,133,0.0,0,0,0,0,0.0
11.350418300109132,60.0,0,1.0,134,0.0,0,0,0,1,1.0
11.461642696843066,60.0,2,1.0,135,0.0,0,0,0,0,0.0
11.264476926102367,55.0,3,1.0,135,0.0,0,0,0,0,0.0
11.763691965388299,93.0,3,1.0,131,0.0,0,0,0,0,1.0
11.461642696843066,55.0,2,1.0,133,0.0,0,0,0,0,1.0
11.3373928113354,82.0,3,1.0,135,0.0,0,0,0,0,0.0
11.472113887062386,53.0,2,1.0,133,0.0,0,0,0,0,0.0
11.68352019721342,69.0,2,1.0,134,1.0,0,0,0,0,1.0
11.678448377988165,58.0,2,1.0,133,0.0,0,0,0,0,0.0
12.216027926866138,70.0,2,1.0,133,1.0,0,0,0,1,0.0
11.87757552297847,47.0,1,1.0,133,1.0,0,0,0,1,0.0
11.502561948767749,64.0,2,1.0,133,0.0,0,0,0,0,0.0
11.561725152903833,50.0,2,1.0,133,0.0,0,0,0,0,0.0
12.487488878546145,103.0,3,2.0,131,1.0,1,1,0,0,0.0
12.577639650232573,90.0,3,2.0,131,1.0,1,1,0,1,0.0
11.407576060361786,66.0,2,1.0,131,0.0,0,0,0,0,0.0
11.225256725762893,70.0,2,1.0,134,0.0,0,0,0,0,1.0
11.736077016252437,60.0,2,1.0,134,0.0,0,0,0,0,0.0
12.449022745701502,101.0,2,2.0,131,1.0,1,1,0,1,0.0
11.672498559754418,75.0,3,1.0,134,0.0,0,0,0,0,0.0
11.478344372113902,55.0,2,1.0,134,0.0,0,0,0,0,0.0
11.686887175419702,77.0,3,1.0,132,0.0,0,0,0,0,0.0
11.51293546492023,56.0,3,1.0,133,1.0,0,0,0,0,0.0
11.48247656671073,68.0,3,1.0,131,1.0,0,0,0,0,0.0
11.461642696843066,72.0,3,1.0,133,1.0,0,0,0,0,1.0
11.813037464800539,70.0,3,1.0,134,0.0,0,0,0,0,0.0
12.180759965737863,75.0,2,2.0,133,0.0,0,0,0,0,1.0
12.180759965737863,120.0,3,1.0,134,0.0,0,0,0,0,0.0
12.278397958261774,91.0,2,2.0,134,1.0,1,1,0,1,0.0
11.711784520403112,95.0,2,1.0,134,0.0,0,0,0,0,0.0
11.736077016252437,61.0,3,1.0,132,0.0,0,0,0,0,0.0
11.695255355062795,73.0,2,1.0,133,0.0,0,0,0,0,0.0
11.440365524765756,66.0,3,1.0,134,0.0,0,0,0,0,0.0
11.736077016252437,68.0,2,1.0,132,0.0,0,0,0,0,0.0
11.560200195735996,70.0,3,1.0,134,0.0,0,0,0,0,0.0
11.47107168834584,42.0,4,1.0,135,0.0,0,0,0,0,0.0
11.170449240431308,54.0,3,1.0,132,1.0,0,0,0,0,1.0
11.561725152903833,56.0,3,1.0,133,1.0,0,0,0,0,0.0
12.013706813470414,100.0,4,1.0,132,1.0,0,0,0,0,0.0
12.06105265381003,125.0,4,2.0,132,1.0,0,0,0,0,1.0
11.170449240431308,54.0,3,1.0,132,0.0,0,0,0,0,1.0
12.031725210748633,130.0,4,2.0,135,1.0,0,0,0,0,0.0
11.511934974596555,68.0,2,1.0,132,0.0,0,0,0,0,1.0
11.759793355371237,85.0,3,1.0,134,0.0,0,0,0,0,0.0
11.695255355062795,75.0,3,1.0,134,0.0,0,0,0,0,0.0
11.461642696843066,80.0,2,1.0,132,0.0,0,0,0,0,0.0
11.608244735642321,64.0,2,1.0,135,0.0,0,0,0,0,0.0
11.360950749348124,69.0,4,1.0,135,0.0,0,0,0,0,0.0
11.86710429621008,70.0,3,1.0,135,0.0,0,0,0,0,0.0
11.599112335481124,56.0,2,1.0,132,0.0,0,0,0,0,0.0
11.849404844423074,90.0,2,1.0,134,0.0,0,0,0,0,0.0
11.672498559754418,75.0,3,1.0,134,0.0,0,0,0,0,0.0
11.695255355062795,71.0,2,1.0,133,0.0,0,0,0,0,0.0
11.608244735642321,76.0,3,1.0,135,1.0,0,0,0,0,0.0
12.608202196848836,114.0,4,2.0,134,1.0,0,0,0,0,0.0
12.100717685412471,90.0,3,2.0,134,1.0,1,0,0,0,0.0
11.350418300109132,70.0,3,1.0,135,0.0,0,0,0,0,0.0
11.51293546492023,80.0,3,1.0,134,0.0,0,0,0,0,1.0
12.04355959836804,96.0,4,2.0,132,1.0,0,0,0,0,0.0
11.736077016252437,50.0,1,1.0,131,1.0,0,0,0,0,0.0
12.345838935721968,85.0,3,2.0,133,1.0,1,1,0,0,0.0
12.611541086966115,90.0,3,2.0,131,1.0,1,1,0,1,0.0
11.695255355062795,60.0,3,1.0,135,1.0,0,0,0,0,1.0
12.388398368982115,90.0,2,2.0,134,1.0,1,1,0,1,0.0
11.849404844423074,60.0,3,1.0,135,0.0,0,0,0,0,0.0
11.813037464800539,105.0,3,2.0,132,0.0,0,0,0,1,0.0
12.73670383776449,140.0,3,3.0,131,1.0,1,1,0,1,0.0
12.345838935721968,112.0,3,2.0,134,0.0,0,0,0,0,0.0
11.884495917930655,60.0,3,1.0,135,0.0,0,0,0,0,0.0
11.866753359908435,62.0,2,1.0,133,0.0,0,0,0,0,0.0
13.270785106659046,240.0,4,3.0,134,1.0,1,0,0,1,0.0
11.982935344196433,81.0,3,1.0,132,1.0,0,0,0,0,0.0
12.100717685412471,75.0,3,1.0,133,0.0,1,0,0,1,0.0
11.775297421715827,72.0,3,1.0,134,1.0,0,0,0,0,0.0
12.429220196836383,95.0,2,2.0,131,1.0,1,1,0,0,0.0
12.154784614286667,49.0,1,1.0,134,1.0,1,1,0,1,0.0
12.037659911047468,90.0,3,1.0,134,0.0,0,1,0,0,0.0
