sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,floor,is_floor_under,rent_price,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,product,neighborhood
98,91,2,2,,,2,0,1496,425000,4337,0,False,,0,1,1,1,1,1,0,0,0,1,0,0,0,,0,,,0,1,0,0,piso,113
232,220,6,3,,,6,0,2164,717000,3091,0,,1962,1,0,0,0,1,,0,0,0,1,0,0,0,,0,,,,,,,piso,116
256,,5,3,,,5,0,1900,1200000,4688,1,False,,1,0,0,1,1,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,114
257,,3,4,,,1,0,-1755,1475000,5739,0,False,1970,1,0,1,1,1,1,0,0,1,0,1,0,0,,1,1,0,1,1,1,1,duplex,113
301,,5,4,,,2,0,833,1320000,4385,1,False,1971,0,1,0,0,1,1,0,0,1,0,1,0,0,,1,1,0,1,1,1,1,piso,114
100,,3,1,,,3,0,1542,445000,4450,1,False,,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,113
149,,4,2,,,bajo,1,1872,589200,3954,1,False,,,,1,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,113
175,157,5,3,,,5,0,2428,857500,4900,0,False,1981,,,1,1,1,1,0,1,0,1,1,0,1,,1,1,0,0,1,0,1,piso,113
92,83,3,1,,,2,0,1320,349000,3793,0,False,1925,,,0,1,1,1,0,0,0,1,0,0,0,,0,,,0,0,1,0,piso,114
30,27,1,1,,,,,583,110000,3667,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,112
82,71,3,1,,,4,0,1225,310000,3780,0,False,1967,,,0,0,1,1,0,0,1,0,0,0,0,,0,,,1,0,0,0,piso,114
190,,4,3,,,2,0,2360,815000,4289,0,False,,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,114
33,,2,1,,,2,0,755,153000,4636,1,False,,0,1,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,113
79,,2,1,,,2,0,820,171000,2165,0,,,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,112
87,80,3,2,,,2,0,1187,295000,3391,1,False,1964,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,1,0,1,0,piso,113
71,60,2,1,,,1,0,1122,270000,3803,0,False,,,,0,1,1,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,112
89,,3,1,,,2,0,1161,285000,3202,0,False,1975,0,1,0,1,1,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,111
140,,4,3,,,1,0,1644,490000,3500,0,False,1971,1,0,1,1,1,1,0,0,1,0,0,0,0,,0,,,0,1,0,0,piso,114
44,,0,1,,,3,0,1094,260000,5909,0,False,2000,,,1,1,1,1,0,1,0,0,0,1,0,,1,1,0,0,0,0,1,estudio,114
661,,0,,,,bajo,1,2012,650000,983,1,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,112
127,114,4,2,,,2,0,1598,470000,3701,0,False,1979,1,0,0,1,1,1,0,0,1,0,0,1,0,,0,,,,,,,piso,113
301,,5,3,,,9,0,2401,1079000,3585,0,False,,,,1,1,1,1,0,0,1,0,1,0,0,,1,1,0,0,1,1,1,piso,114
120,109,0,1,,,bajo,1,1038,240000,2000,0,False,2004,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,1,0,1,estudio,116
27,,0,1,,,1,0,744,150000,5556,1,False,,,,1,0,1,1,0,0,0,0,0,0,0,,1,0,25000,,,,,estudio,116
124,,3,2,,,2,0,1368,369368,2979,0,True,,,,0,0,1,1,0,0,0,0,1,0,0,,1,1,0,,,,,piso,115
119,,3,2,,,2,0,1366,368438,3096,0,True,,,,0,0,1,1,0,0,0,0,1,0,0,,1,1,0,,,,,duplex,115
60,,1,1,,,1,0,1108,265055,4418,0,True,,,,0,0,1,1,0,0,0,0,1,0,0,,1,1,0,,,,,piso,115
35,33,1,1,,,1,0,662,129000,3686,0,False,1996,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,115
79,70,3,2,,,1,0,1311,345000,4367,0,False,1955,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,,,0,1,1,1,piso,112
170,148,4,3,,,3,0,2311,788000,4635,0,False,1958,1,0,1,0,1,1,0,0,0,0,0,0,0,,1,0,36000,0,1,0,0,piso,113
90,71,2,2,,,bajo,1,1187,295000,3278,0,,2020,0,1,0,1,1,1,0,1,0,0,1,0,0,,1,1,0,,,,,piso,116
42,,1,1,,,2,0,813,169000,4024,0,False,,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,1,0,0,piso,111
64,54,2,1,,,1,0,816,169990,2656,0,False,1973,0,1,0,1,0,0,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,112
66,62,3,1,,,2,0,1038,240000,3636,1,False,1945,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,1,0,0,0,piso,112
190,140,4,3,,,4,0,2295,780000,4105,1,False,1965,1,0,0,1,1,1,0,0,1,0,1,0,0,,0,,,0,1,0,1,piso,113
123,103,3,2,,,1,0,1519,435000,3537,0,False,1965,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,113
199,,4,3,,,1,0,2386,830000,4171,0,False,1960,1,0,0,1,1,1,0,0,1,1,1,1,1,,1,1,0,0,1,0,1,piso,113
29,,2,1,,,2,0,881,189000,6517,0,False,,,,0,1,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,113
69,56,2,2,,,2,0,1065,249624,3618,0,False,2020,1,0,1,1,1,1,0,0,0,0,1,0,0,,0,,,0,0,0,1,piso,115
69,56,2,2,,,1,0,1026,235756,3417,0,False,2020,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,115
45,36,1,1,,,3,0,904,196160,4359,0,False,2020,1,0,1,1,1,1,0,0,1,0,1,0,0,,0,,,0,0,0,1,atico,115
398,,4,4,,,5,0,-182953,2785000,6997,0,False,,1,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,1,1,piso,114
105,,3,2,,,3,0,1439,400000,3810,0,False,,0,1,1,1,0,1,0,0,0,0,0,0,0,,0,,,0,1,0,0,piso,114
119,109,1,1,,,,,1346,360000,3025,0,False,1957,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,114
106,85,3,2,,,1,0,1223,309000,2915,0,False,2001,,,0,1,1,1,0,0,0,1,1,0,0,,0,,,0,0,0,1,piso,112
120,104,4,3,,,4,0,1839,575000,4792,0,False,,1,0,0,0,1,,0,0,0,0,0,0,0,,0,,,,,,,piso,113
108,,2,2,,,1,0,1781,550000,5093,1,False,,0,1,0,0,1,1,0,1,0,0,1,0,0,,1,1,0,1,1,0,0,piso,114
152,,3,2,,,7,0,2234,750000,4934,0,False,,1,0,1,0,1,1,0,0,0,1,0,0,0,,0,,,1,1,0,0,piso,114
166,,3,2,,,2,0,2070,675000,4066,1,False,,1,0,0,1,1,1,0,0,1,0,0,0,0,,1,1,0,,,,,piso,116
312,,5,5,,,1,0,452,1350000,4327,0,False,,,,1,1,1,1,0,0,1,0,1,0,0,,0,,,,,,,piso,114
398,,8,1,,,9,0,-27054,1980000,4975,0,False,1955,0,1,1,0,1,1,0,0,0,0,1,0,0,,0,,,,,,,piso,114
114,,4,3,,,2,0,2330,798000,7000,0,False,1967,0,1,1,1,1,1,0,1,0,0,0,1,0,,0,,,,,,,piso,114
92,,3,2,,,1,0,1148,280000,3043,0,False,1996,0,1,1,1,1,1,0,0,0,0,1,0,0,,1,1,0,,,,,piso,112
55,46,1,1,,,bajo,1,758,154000,2800,0,False,,,,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,,,duplex,111
76,70,3,1,,,5,0,1148,280000,3684,1,False,1995,0,1,1,1,1,1,0,0,0,0,0,1,1,,0,,,,,,,piso,111
174,110,3,2,,,2,0,1439,400000,2299,0,False,1980,0,1,1,1,0,1,0,0,0,1,1,0,1,,1,1,0,1,0,1,0,piso,111
173,143,4,3,,,1,0,1804,560000,3237,1,False,,1,0,1,0,1,,0,0,0,0,1,0,0,,0,,,0,0,0,1,piso,113
120,87,3,2,,,2,0,1197,299000,2492,0,False,,0,1,0,0,1,,0,0,0,0,0,0,0,,0,,,,,,,piso,112
59,43,1,1,,,,,823,172000,2915,0,False,,0,1,0,0,1,,0,0,0,0,0,0,0,,0,,,,,,,piso,112
74,,3,1,,,1,0,1168,287500,3885,0,False,1979,0,1,1,1,1,1,0,0,0,1,0,0,0,,0,,,,,,,piso,113
74,60,2,2,,,2,0,1286,334500,4520,0,False,,0,1,1,0,0,1,0,0,0,0,0,0,0,,1,1,0,1,0,0,1,piso,111
68,66,2,1,,,1,0,847,179000,2632,1,False,1958,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,115
135,,3,2,,,4,0,1701,515000,3815,1,False,,0,1,0,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,113
65,60,2,1,,,1,0,979,219900,3383,1,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,0,1,0,1,piso,112
60,,2,1,,,,,868,185000,3083,0,False,,0,1,1,0,1,1,0,0,1,0,1,0,0,,0,,,,,,,piso,111
140,,4,3,,,1,0,1644,490000,3500,1,False,1971,1,0,1,1,1,1,0,0,1,0,0,0,0,,0,,,0,1,0,0,piso,114
203,,4,4,,,1,0,-4391,1575000,7759,0,False,,1,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,0,1,0,0,1,piso,113
280,,2,2,,,bajo,1,1689,510000,1821,0,False,,0,1,1,1,0,0,0,0,0,0,1,0,0,,1,1,0,,,,,piso,112
133,,3,2,,,1,0,2087,682500,5132,0,False,,0,1,0,1,1,1,0,1,1,0,1,1,1,,1,1,0,,,,,piso,113
109,,3,2,,,2,0,1576,460000,4220,0,False,,0,1,1,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,duplex,111
61,,1,2,,,3,0,1161,285000,4672,0,,2008,,,1,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,atico,115
144,80,2,1,,,,,1250,320000,2222,0,False,1984,,,0,1,1,0,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,113
90,,3,2,,,1,0,1119,269000,2989,0,False,1992,,,1,1,0,1,0,0,0,0,0,0,0,,0,,,0,1,1,0,piso,115
120,105,4,3,,,4,0,1839,575000,4792,0,False,1975,1,0,0,1,1,1,0,0,0,1,0,0,1,,0,,,1,0,1,0,piso,113
238,,5,4,,,3,0,1059,1300000,5462,0,False,,1,0,1,1,1,1,0,0,0,0,1,1,0,,1,1,0,,,,,piso,114
85,,3,2,,,2,0,1262,325000,3824,1,False,1960,1,0,0,1,1,0,0,0,1,0,0,0,0,,0,,,0,1,0,0,piso,113
176,162,3,2,,,1,0,2119,1160000,6591,0,False,1970,1,0,1,1,1,1,0,0,0,0,0,1,0,,1,1,0,0,0,1,0,atico,113
58,48,2,2,,,bajo,1,1067,250000,4310,0,False,1930,0,1,0,1,0,1,0,0,0,0,0,1,0,,0,,,0,0,1,0,piso,113
115,110,2,2,,,2,0,1655,495000,4304,0,False,1989,1,0,1,1,1,1,0,1,1,1,0,1,1,,1,0,20000,0,1,1,1,piso,114
88,60,1,1,,,3,0,997,226000,2568,0,False,1997,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,0,atico,115
93,,3,2,,,1,0,1323,350000,3763,0,True,,,,0,0,1,1,0,0,0,0,1,0,0,,0,,,,,,,piso,115
106,,2,2,,,bajo,1,1148,280000,2642,0,True,,,,0,0,1,1,0,0,0,0,1,0,1,,0,,,,,,,piso,115
128,,3,2,,,,,1439,400000,3125,0,True,,,,0,0,1,1,0,0,1,0,1,0,0,,0,,,,,,,atico,115
70,,3,1,,,3,0,964,215000,3071,0,False,1966,0,1,1,1,,1,0,0,1,1,0,0,0,,0,,,,,,,piso,116
144,,4,2,,,4,0,1644,490000,3403,0,False,1981,1,0,0,1,1,1,0,0,1,0,0,1,0,,1,1,0,,,,,piso,116
246,,6,3,,,2,0,2448,872000,3545,1,False,,1,0,0,1,1,1,0,0,0,0,1,0,0,,1,1,0,0,1,0,0,piso,113
140,,4,2,,,7,0,1639,488000,3486,0,False,1967,1,0,1,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,116
201,180,4,4,,,1,0,-4391,1575000,7836,0,False,,1,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,piso,113
88,82,4,1,,,1,0,979,219900,2499,1,False,1925,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,112
198,,4,5,,,8,0,1165,1290000,6515,0,False,,1,0,0,1,1,1,0,0,0,0,0,1,0,,1,1,0,1,0,1,0,piso,114
66,50,2,1,,,3,0,1052,245000,3712,0,False,1920,0,1,1,1,1,1,0,0,0,1,0,0,0,,0,,,0,0,0,1,piso,112
73,,3,1,,,2,0,917,199999,2740,1,False,,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,112
122,110,4,3,,,7,0,1712,520000,4262,0,,1970,1,0,0,0,1,1,0,0,1,0,0,0,0,,1,1,0,,,,,piso,113
77,,3,1,,,3,0,979,220000,2857,0,False,1960,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,112
102,,3,2,,,3,0,1428,395000,3873,0,False,,0,1,1,1,1,1,0,0,0,1,0,0,0,,1,1,0,,,,,piso,115
50,,2,1,,,3,0,1064,249000,4980,0,False,,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,,,piso,112
80,,3,1,,,2,0,1047,243000,3038,0,False,,0,1,0,1,1,1,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,115
301,275,5,4,,,2,0,1165,1290000,4286,1,False,1971,1,0,0,1,1,1,0,0,1,0,1,1,0,,1,1,0,0,1,0,0,piso,114
108,,2,2,,,1,0,1781,550000,5093,1,False,,0,1,0,0,1,1,0,1,0,0,1,0,0,,1,1,0,1,1,0,0,piso,114
203,,4,4,,,1,0,-4391,1575000,7759,0,False,,1,0,1,1,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,piso,113
79,74,2,1,,,2,0,1130,273240,3459,0,False,1982,,,1,0,0,1,0,0,1,0,0,0,0,,1,1,0,,,,,piso,115
71,61,2,1,,,4,0,1356,364000,5127,0,False,1962,,,0,1,1,1,0,0,1,0,1,0,0,,1,1,0,,,,,piso,113
92,90,3,1,,,2,0,1311,345000,3750,0,False,1969,,,1,1,0,1,0,0,1,0,1,0,0,,0,,,,,,,piso,111
65,,2,2,,,2,0,1197,299000,4600,0,False,2007,,,1,0,1,1,0,1,1,0,1,1,1,,1,1,0,0,1,1,0,piso,112
55,50,1,1,,,bajo,1,625,119900,2180,0,False,1915,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,duplex,115
203,180,4,4,,,1,0,-4391,1575000,7759,0,False,1967,1,0,1,0,1,1,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,piso,113
50,,2,1,,,1,0,762,155000,3100,1,False,,,,0,1,0,1,0,0,0,1,1,0,0,,0,,,0,0,1,0,piso,115
79,,2,1,,,4,0,1132,274000,3468,0,False,,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,0,1,0,0,piso,113
60,,3,1,,,2,0,833,175000,2917,1,False,,0,1,0,0,1,1,0,0,0,1,0,0,0,,0,,,,,,,piso,111
80,,3,1,,,2,0,1272,329000,4112,0,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,114
50,47,2,1,,,1,0,777,159000,3180,1,False,1920,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,1,0,0,piso,111
214,,5,3,,,2,0,1943,620000,2897,1,False,,1,0,0,1,1,1,0,0,1,1,0,0,0,,0,,,,,,,piso,116
38,,2,1,,,2,0,686,135000,3553,0,False,,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,,,piso,111
53,,2,2,,,,,994,225000,4245,0,,1910,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,111
50,,2,1,,,1,0,850,179900,3598,0,False,1960,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,1,0,0,piso,115
36,,2,1,,,3,0,625,120000,3333,1,False,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,1,0,0,piso,112
144,126,3,2,,,2,0,2115,695000,4826,1,False,1974,,,0,1,1,1,0,0,1,0,0,1,0,,1,1,0,0,0,0,1,piso,114
65,,2,2,,,bajo,1,847,179000,2754,0,False,,0,1,0,0,0,1,0,0,0,0,1,0,0,,0,,,0,1,0,0,piso,112
73,,2,1,,,1,0,1223,309000,4233,0,False,,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,111
236,,5,4,,,5,0,2509,1000000,4237,0,False,1982,0,1,0,0,1,1,0,0,0,0,1,0,0,,1,1,0,0,0,0,1,piso,113
96,,2,1,,,bajo,1,1093,259470,2703,0,False,,0,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,112
144,,3,2,,,3,0,1505,429000,2979,0,False,1996,,,0,0,1,1,0,0,1,0,0,0,0,,1,1,0,,,,,duplex,115
115,,0,1,,,bajo,1,1428,395000,3435,0,False,,0,1,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,,,,,estudio,115
119,,2,2,,,6,0,1839,575000,4832,1,False,,1,0,1,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,114
163,,3,2,,,8,0,2192,730000,4479,1,False,,1,0,0,1,1,1,0,0,1,0,1,0,0,,1,1,0,0,1,0,0,piso,114
162,,3,2,,,4,0,2384,829000,5117,1,False,,1,0,1,1,1,1,0,0,1,0,0,0,0,,1,1,0,0,1,1,0,piso,113
301,,5,3,,,6,0,2517,975000,3239,1,False,,1,0,1,1,1,1,0,0,1,0,1,0,0,,1,1,0,0,0,0,1,piso,114
76,,3,1,,,3,0,1081,255000,3355,0,False,1962,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,1,0,0,piso,115
92,,3,1,,,1,0,1299,339900,3695,0,False,1969,0,1,0,0,1,1,0,0,1,0,0,0,0,,0,,,0,1,0,0,piso,114
230,,4,3,,,8,0,2458,880000,3826,1,False,,1,0,1,1,1,1,0,0,1,0,1,1,0,,1,1,0,0,1,1,0,piso,114
90,,3,2,,,3,0,1296,339000,3767,0,False,1963,,,0,1,1,1,0,0,1,0,0,1,0,,1,0,29000,0,1,0,0,piso,114
45,,2,1,,,4,0,970,217000,4822,0,False,1964,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,0,atico,115
164,,4,3,,,5,0,2148,710000,4329,0,False,,1,0,1,1,1,1,0,0,0,0,1,0,0,,0,,,0,0,0,1,piso,113
48,,2,2,,,3,0,913,199000,4146,0,False,2007,,,0,0,1,1,0,0,0,0,0,1,0,,0,,,0,0,1,0,piso,116
117,,4,2,,,1,0,1644,490000,4188,0,False,1966,0,1,1,1,1,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,1,piso,96
108,93,3,1,,,2,0,1950,623000,5769,0,False,1940,1,0,0,1,1,1,0,0,1,0,0,1,0,,1,1,0,1,0,0,0,piso,93
87,,3,1,,,3,0,1197,299000,3437,0,False,1945,0,1,0,1,1,1,0,0,0,1,0,0,0,,0,,,0,0,1,1,piso,91
218,,2,1,,,bajo,1,2464,885000,4060,1,False,,,,0,0,1,1,0,0,0,0,0,0,0,,1,1,0,,,,,duplex,96
118,,3,2,,,1,0,1542,445000,3771,1,False,,,,1,1,1,0,0,0,0,0,0,0,0,,1,1,0,,,,,piso,95
126,,3,3,,,1,0,2326,796000,6317,0,False,1940,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,,,0,1,0,0,piso,93
330,260,5,3,,,5,0,-19939,1890000,5727,0,False,1965,,,1,1,1,1,0,0,1,0,0,1,0,,0,,,0,0,1,0,piso,93
325,273,5,4,,,5,0,-17871,1860000,5723,1,False,1965,1,0,1,1,1,1,0,0,1,1,1,1,1,,1,1,0,0,0,1,1,piso,93
121,,3,2,,,8,0,1964,629000,5198,1,False,1952,0,1,1,1,1,1,0,0,1,1,0,1,0,,0,,,1,1,1,0,atico,93
131,103,3,2,,,1,0,1790,554000,4229,0,False,1981,1,0,1,1,1,1,0,1,0,0,0,1,1,,0,,,,,,,piso,91
150,140,5,2,,,1,0,1781,550000,3667,0,False,,1,0,0,1,1,0,0,0,0,0,1,1,0,,0,,,0,0,1,1,piso,96
130,,3,2,,,1,0,2331,799000,6146,0,False,1941,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,93
107,,3,1,,,3,0,1393,380000,3551,0,False,1966,0,1,0,0,1,0,0,0,1,0,0,1,0,,0,,,,,,,piso,95
145,137,3,2,,,6,0,1850,580000,4000,0,False,1935,1,0,1,1,1,1,0,0,0,0,1,0,0,,0,,,0,0,1,0,atico,95
140,,4,2,,,3,0,2165,1150000,8214,1,False,1935,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,,0,1,0,0,piso,93
119,,2,3,,,semi-sotano exterior,1,1885,595000,5000,0,False,,0,1,1,1,1,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,94
121,,4,2,,,1,0,1644,490000,4050,0,False,1960,0,1,0,1,1,0,0,0,0,0,0,1,0,,0,,,,,,,piso,93
280,220,4,3,,,4,0,-2333,1500000,5357,1,False,1900,0,1,1,1,1,1,0,0,1,1,1,0,0,,1,1,0,0,0,1,0,atico,94
300,,4,4,,,4,0,-266250,3000000,10000,0,False,,,,0,0,1,1,0,0,1,0,0,0,0,,1,1,0,,,,,atico,94
174,143,5,2,,,4,0,1989,640000,3678,1,False,1985,,,1,0,1,1,0,0,1,0,0,0,0,,1,0,30000,,,,,piso,92
166,,4,3,,,2,0,2417,850000,5120,1,False,,1,0,0,0,1,1,0,0,1,0,1,0,0,,0,,,,,,,piso,96
266,,4,3,,,1,0,2075,1169000,4395,1,False,,1,0,1,0,1,1,0,0,1,0,1,0,0,,0,,,,,,,piso,96
94,,2,1,,,3,0,1370,370000,3936,1,False,,1,0,0,0,1,1,0,0,1,0,0,0,0,,0,,,1,1,0,0,piso,96
135,,3,2,,,2,0,1747,535000,3963,1,False,,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,93
106,,4,1,,,3,0,2012,650000,6132,1,False,1932,,,0,0,1,1,0,0,0,1,0,0,0,,0,,,0,0,0,1,piso,93
258,,4,3,,,,,-1755,1475000,5717,0,False,,,,1,1,,,0,0,1,1,0,0,0,,0,,,,,,,casa o chalet,96
154,,4,2,,,4,0,2417,850000,5519,0,False,,,,1,0,1,1,0,1,0,0,0,0,0,,0,,,0,1,0,0,piso,96
135,,4,2,,,4,0,1848,579000,4289,1,False,,1,0,0,1,1,1,0,1,1,0,0,1,1,,1,1,0,1,1,1,1,piso,91
97,86,3,2,,,7,0,1633,485000,5000,0,False,,1,0,1,1,1,0,0,0,0,0,0,0,0,,0,,,,,,,piso,93
108,,3,1,,,2,0,1950,623000,5769,1,False,,1,0,0,1,1,1,0,0,1,0,0,0,0,,0,,,1,0,0,1,piso,93
119,,3,2,,,1,0,1747,535000,4496,0,False,,1,0,1,1,1,0,0,0,0,0,0,0,0,,1,1,0,0,1,0,1,piso,93
253,,3,4,,,3,0,-49857,2190000,8656,0,False,1900,0,1,1,1,1,1,0,0,0,1,1,0,0,,0,,,0,0,1,0,piso,94
306,,3,4,,,5,0,-51191,2200000,7190,0,False,,1,0,1,1,1,1,0,0,1,0,1,1,0,,1,1,0,1,1,0,0,piso,94
173,,4,2,,,2,0,2245,755000,4364,1,False,1959,1,0,0,1,1,0,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,93
173,,4,2,,,2,0,2245,755000,4364,1,False,1959,1,0,0,1,1,1,0,0,1,0,1,0,0,,0,,,0,0,1,0,piso,93
191,,4,2,,,1,0,2480,900000,4712,0,False,1955,,,1,1,1,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,93
168,156,3,2,,,1,0,1966,630000,3750,0,False,,0,1,1,1,1,1,0,0,1,0,0,0,0,,1,1,0,0,1,0,0,atico,91
107,,2,1,,,3,0,1519,435000,4065,1,False,,,,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,atico,91
215,,3,3,,,5,0,2452,875000,4070,1,False,1988,0,1,1,0,1,1,0,1,1,0,1,0,1,,1,1,0,0,0,1,1,piso,91
320,,4,3,,,3,0,-156000,2700000,8438,0,False,,1,0,1,1,1,1,0,0,0,0,1,0,0,,1,1,0,,,,,piso,94
112,100,2,1,,,6,0,1966,630000,5625,1,False,,1,0,1,1,1,1,0,0,1,0,0,1,0,,1,1,0,,,,,atico,93
212,,5,3,,,7,0,2361,1095000,5165,1,False,,1,0,1,1,1,1,0,0,1,0,0,0,0,,1,1,0,0,1,0,0,piso,96
154,,2,2,,,6,0,1943,620000,4026,0,False,,,,0,0,1,1,0,1,0,0,1,0,0,,0,,,,,,,piso,95
91,,3,2,,,3,0,1621,480000,5275,0,False,1958,1,0,1,1,1,1,0,0,1,0,0,0,0,,0,,,0,1,1,0,piso,95
65,,2,1,,,2,0,1146,279000,4292,0,False,1900,0,1,0,0,0,1,0,0,0,1,0,0,0,,0,,,1,0,0,0,piso,95
36,,2,1,,,bajo,1,881,189000,5250,0,False,1915,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,piso,95
254,,4,3,,,4,0,-2333,1500000,5906,0,False,,,,1,1,1,1,0,0,0,0,0,0,0,,0,,,1,1,1,1,duplex,94
68,,1,1,,,bajo,1,1169,288000,4235,0,False,,,,1,1,1,1,0,0,0,0,1,0,0,,0,,,0,0,1,0,piso,94
130,,3,2,,,4,0,1758,540000,4154,0,False,1940,1,0,0,1,1,0,0,0,0,0,0,1,0,,0,,,0,1,0,1,piso,93
112,105,3,2,,,7,0,1375,372000,3321,0,False,1960,1,0,1,1,1,1,0,0,0,0,0,1,0,,0,,,1,0,0,1,piso,95
41,,1,1,,,1,0,827,173000,4220,0,False,1931,,,1,1,0,1,0,0,0,1,0,0,0,,0,,,,,,,piso,91
199,,4,2,,,3,0,2475,895000,4497,0,False,,,,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,96
117,,2,2,,,3,0,1897,600000,5128,1,False,,,,1,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,93
221,198,5,3,,,2,0,-27934,1990000,9005,0,False,1930,1,0,0,0,1,1,0,0,0,1,0,0,0,,1,1,0,0,0,1,0,piso,94
194,139,4,4,,,1,0,2315,790000,4072,0,False,,1,0,0,1,1,1,0,1,1,0,1,1,1,,1,1,0,0,0,0,1,piso,96
249,,4,3,,,4,0,-2333,1500000,6024,1,False,1890,0,1,0,1,1,1,0,0,1,0,0,0,0,,1,1,0,0,0,1,0,atico,94
180,139,7,2,,,2,0,2159,715000,3972,1,False,,0,1,1,1,1,1,0,0,0,0,0,1,0,,0,,,,,,,piso,93
81,70,2,1,,,1,0,1462,410000,5062,1,False,,1,0,0,1,1,1,0,0,1,0,0,1,0,,0,,,1,0,1,0,piso,92
168,156,3,2,,,1,0,2012,650000,3869,0,False,,0,1,1,1,1,1,0,1,1,0,0,0,1,,1,1,0,0,1,0,0,atico,91
