sq_mt_built,sq_mt_useful,n_rooms,n_bathrooms,n_floors,sq_mt_allotment,floor,is_floor_under,rent_price,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,has_central_heating,has_individual_heating,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,is_parking_included_in_price,parking_price,is_orientation_north,is_orientation_west,is_orientation_south,is_orientation_east,product,neighborhood
42,40,1,1,,,bajo,1,535,99000,2357,1,False,1955,,,0,0,0,0,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,19
61,59,3,1,,,2,0,732,147000,2410,0,False,1969,0,1,0,1,0,1,0,0,1,0,1,0,0,,0,,,0,0,0,1,piso,17
55,,2,1,,,4,0,561,105000,1909,0,,,,,0,0,,1,0,0,0,0,0,0,0,,0,,,,,,,piso,19
92,,3,1,,,bajo,1,897,194000,2109,0,False,1958,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,19
75,69,2,1,,,3,0,740,149000,1987,0,False,1968,0,1,1,0,1,1,0,0,1,0,0,0,0,,0,,,0,1,0,1,piso,13
65,54,2,1,,,1,0,625,120000,1852,0,,,,,0,0,,1,0,0,0,0,0,0,0,,0,,,,,,,piso,19
72,,3,1,,,2,0,851,180000,2500,0,False,,0,1,0,1,1,1,0,0,1,0,0,0,0,,0,,,0,1,0,1,piso,13
90,80,3,1,2,,,0,1311,345000,3833,0,False,,0,1,1,1,,,0,0,0,0,0,0,0,,0,,,1,0,1,0,chalet adosado,19
105,99,4,2,,,2,0,979,220000,2095,0,False,1985,1,0,0,1,0,1,0,0,1,0,1,0,0,,1,1,0,,,,,piso,13
225,200,0,2,,,bajo,1,1439,400000,1778,0,False,,0,1,1,1,0,1,0,0,0,0,1,0,0,,0,,,0,0,1,0,estudio,18
77,,2,1,,,3,0,1038,240000,3117,0,False,2001,0,1,1,1,1,1,0,0,1,1,1,0,0,,0,,,,,,,atico,18
70,67,2,1,,,bajo,1,621,119000,1700,0,False,,,,1,0,0,0,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,12
56,,2,1,,,3,0,494,90000,1607,1,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,19
75,,3,1,,,3,0,694,137000,1827,0,False,,,,1,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,12
75,,3,1,,,1,0,777,159000,2120,0,False,,,,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,1,0,0,piso,18
103,98,4,2,,,1,0,1391,379000,3680,0,False,,,,1,1,1,1,0,0,1,1,0,0,1,,0,,,1,0,0,0,piso,19
95,85,3,1,,,2,0,1238,315000,3316,0,False,,1,0,1,1,1,0,0,0,1,0,0,1,0,,1,1,0,1,0,0,0,piso,15
60,58,2,1,,,1,0,901,195000,3250,0,False,,0,1,1,1,1,1,0,0,1,0,0,1,0,,0,,,0,0,1,1,piso,17
75,69,2,2,,,7,0,1024,235000,3133,0,False,,,,1,1,1,0,0,1,1,0,1,0,1,,1,1,0,0,0,0,1,piso,12
55,,2,1,,,2,0,666,130000,2364,0,False,,,,1,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,18
80,,3,1,,,3,0,806,167260,2091,0,False,,,,1,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,12
70,68,3,1,,,entreplanta interior,1,747,151000,2157,0,False,,,,0,1,0,0,0,0,0,1,0,0,0,,0,,,0,1,0,0,piso,19
74,64,1,1,,,bajo,1,988,223000,3014,0,False,,0,1,0,1,1,0,0,1,1,0,0,1,1,,0,,,1,0,0,0,piso,17
62,,3,1,,,4,0,503,92000,1484,1,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,13
110,95,3,1,,,5,0,1275,330000,3000,1,False,1975,1,0,0,0,1,1,0,0,1,0,1,1,0,,0,,,1,0,0,0,piso,14
48,45,1,1,,,bajo,1,738,148500,3094,0,False,,,,0,0,1,1,0,0,0,0,0,0,1,,0,,,,,,,piso,14
75,,2,1,,,2,0,762,155000,2067,0,False,,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,12
55,,1,1,,,5,0,851,180000,3273,0,False,2007,0,1,1,1,1,1,0,1,0,0,1,1,1,,1,1,0,,,,,piso,16
75,,3,1,,,2,0,690,136000,1813,1,False,1965,0,1,0,0,1,1,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,18
60,,2,1,,,bajo,1,625,120000,2000,0,False,,,,0,0,1,0,0,0,1,0,0,0,0,,0,,,,,,,piso,13
70,,3,1,,,3,0,833,175000,2500,1,False,,,,0,1,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,18
147,,4,2,,,3,0,1382,375000,2551,0,False,,,,0,1,1,1,0,1,1,0,1,0,1,,1,1,0,0,1,0,1,piso,18
69,65,3,1,,,3,0,686,134900,1955,0,False,,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,17
80,75,3,1,,,2,0,884,190000,2375,0,False,,,,1,1,0,1,0,0,1,1,0,0,0,,0,,,1,0,0,0,piso,19
50,40,1,1,,,1,0,851,180000,3600,0,False,,0,1,0,1,1,1,0,1,0,0,0,0,1,,0,,,,,,,piso,12
65,60,0,1,,,2,0,868,185000,2846,0,False,2008,0,1,1,1,1,1,0,0,0,0,0,1,0,,1,1,0,0,0,1,1,estudio,19
40,38,0,1,,,2,0,725,145000,3625,0,False,2008,,,1,1,1,0,0,1,0,0,1,0,1,,0,,,,,,,estudio,19
72,68,3,1,,,bajo,1,625,119900,1665,0,False,,0,1,0,1,0,1,0,0,1,0,1,1,0,,0,,,1,0,0,0,piso,18
55,47,1,1,,,1,0,1067,250000,4545,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,1,0,piso,16
70,65,3,1,,,4,0,666,130000,1857,1,False,,,,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,17
60,50,1,1,,,1,0,913,199000,3317,0,False,2007,0,1,0,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,1,0,piso,16
88,75,2,2,,,5,0,1100,262000,2977,0,False,,0,1,1,1,1,1,0,1,0,0,0,0,1,,1,1,0,0,0,1,1,piso,18
78,65,3,1,,,1,0,917,200000,2564,0,False,,,,0,1,1,1,0,0,0,0,0,0,1,,0,,,0,1,1,0,piso,12
60,45,0,1,,,6,0,994,225000,3750,0,False,,0,1,1,1,1,1,0,1,1,0,1,0,1,,0,,,0,0,1,1,estudio,16
56,50,3,1,,,bajo,1,692,136570,2439,1,False,1968,,,0,1,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,18
54,48,2,1,,,9,0,733,147300,2728,1,False,1971,0,1,1,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,14
80,,3,1,,,bajo,1,999,226600,2832,1,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,14
63,,3,1,,,4,0,596,113000,1794,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,19
55,,3,1,,,bajo,1,566,106000,1927,0,False,,,,1,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,17
55,,1,1,,,4,0,486,88320,1606,0,False,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,18
132,91,3,2,,,5,0,1200,299900,2272,0,False,2004,0,1,1,1,1,1,0,1,0,0,0,0,0,,1,1,0,0,0,1,1,piso,16
92,,1,1,,,,,897,194000,2109,0,False,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,19
70,,2,1,,,1,0,1094,260000,3714,0,False,,,,0,0,0,1,0,0,1,1,0,0,0,,0,,,,,,,piso,18
85,,3,1,,,2,0,901,195000,2294,0,False,,,,1,1,1,1,0,0,1,1,0,0,0,,0,,,,,,,piso,18
115,102,3,1,,,2,0,1038,240000,2087,0,False,,,,1,0,1,1,0,0,0,1,0,0,0,,0,,,,,,,piso,18
100,,4,2,,,1,0,1391,379000,3790,0,False,,1,0,1,1,1,1,0,0,1,0,1,0,0,,1,0,130,,,,,piso,19
53,,2,1,,,3,0,539,100000,1887,1,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,12
86,,3,2,,,3,0,851,180000,2093,1,False,1979,0,1,0,1,0,1,0,0,1,1,0,0,0,,0,,,,,,,piso,12
70,,3,1,,,1,0,979,220000,3143,0,False,,,,0,0,1,1,0,0,1,1,0,0,0,,0,,,,,,,piso,19
90,80,3,1,,,bajo,1,868,185000,2056,0,False,1980,,,0,0,0,1,0,0,1,0,0,1,0,,0,,,,,,,piso,17
38,,1,1,,,entreplanta exterior,1,592,112000,2947,0,False,2006,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,0,1,0,0,piso,17
75,,3,1,,,3,0,646,124999,1667,0,False,,,,0,1,0,1,0,0,1,1,0,0,0,,0,,,0,0,1,1,piso,15
65,55,1,1,,,2,0,979,220000,3385,0,False,,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,14
87,,2,1,,,3,0,979,220000,2529,0,False,1997,0,1,1,1,1,1,0,0,1,0,0,0,0,,1,0,22000,1,0,1,0,atico,15
75,70,3,1,,,3,0,744,150000,2000,0,False,1982,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,15
85,75,3,1,,,bajo,1,744,150000,1765,0,False,1979,0,1,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,17
65,55,2,1,,,4,0,592,112000,1723,0,False,1972,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,18
70,,0,1,,,bajo,1,705,140000,2000,0,False,,,,1,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,estudio,17
75,,2,1,,,4,0,561,105000,1400,0,,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,18
58,,1,1,,,bajo,1,780,160000,2759,0,False,,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,19
53,,2,1,,,bajo,1,548,102000,1925,0,False,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,19
33,,1,1,,,bajo,1,625,120000,3636,1,False,,,,0,0,1,0,0,0,0,0,0,0,0,,0,,,,,,,piso,19
82,67,2,1,,,1,0,784,161000,1963,0,False,,0,1,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,17
110,,3,1,,,3,0,1161,285000,2591,0,False,,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,14
58,,2,1,,,2,0,559,104500,1802,0,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,19
57,,3,1,,,4,0,597,113300,1988,0,,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,18
100,90,3,1,,,3,0,780,160000,1600,0,False,,,,0,1,1,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,12
75,,3,1,,,2,0,833,175000,2333,0,False,,,,0,1,0,1,0,0,1,0,0,0,1,,0,,,,,,,piso,12
66,,4,1,,,bajo,1,851,180000,2727,0,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,15
35,,1,1,,,3,0,480,87000,2486,0,False,,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,piso,15
55,45,2,1,,,4,0,625,120000,2182,0,False,,,,0,1,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,18
80,,5,2,,80,,,1108,265000,3312,1,False,,,,0,1,,,0,0,0,0,0,0,0,,0,,,,,,,casa o chalet,18
75,,2,1,,,2,0,816,170000,2267,0,False,,,,1,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,15
51,,1,1,,,1,0,891,192000,3765,0,False,,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,,,0,0,1,0,piso,15
81,80,0,1,,,entreplanta exterior,1,884,190000,2346,0,False,,,,0,0,1,1,0,0,1,0,1,0,1,,0,,,0,0,1,0,estudio,15
140,135,4,3,,,bajo,1,744,150000,1071,1,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,1,piso,19
80,70,3,1,,,bajo,1,997,226000,2825,0,False,2005,0,1,0,1,1,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,14
69,,2,1,,,2,0,1094,260000,3768,0,False,2001,0,1,1,1,1,1,0,0,0,1,1,1,1,,1,1,0,0,1,1,0,piso,17
100,92,3,2,,,2,0,1067,250000,2500,0,False,1977,0,1,1,1,1,1,0,0,1,0,1,1,1,,1,0,19000,0,1,0,0,piso,15
100,90,2,2,,,,,917,200000,2000,0,False,,,,0,0,,,1,0,0,0,1,0,0,,0,,,,,,,casa o chalet,18
54,48,3,1,,,,,667,130200,2411,0,,,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,17
65,60,2,1,,,3,0,780,160000,2462,0,False,,,,0,0,1,1,0,0,0,1,0,0,0,,0,,,1,1,0,1,piso,18
93,75,3,1,,,3,0,784,161000,1731,1,False,,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,12
95,90,3,2,,,4,0,773,158000,1663,0,False,,1,0,0,0,1,1,0,0,0,0,0,0,1,,0,,,0,1,0,1,piso,13
60,55,2,1,,,2,0,694,137000,2283,0,False,,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,1,0,0,0,piso,19
104,100,0,1,,,bajo,1,748,151151,1453,0,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,estudio,17
85,80,2,2,,,3,0,1167,287000,3376,0,False,,,,0,1,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,1,0,piso,16
120,,4,2,,,3,0,1245,318000,2650,1,False,,,,0,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,14
85,76,3,1,,,1,0,868,185000,2176,0,False,1955,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,15
70,60,2,1,,,1,0,816,170000,2429,0,False,,0,1,0,1,0,1,0,0,0,0,1,0,0,,0,,,0,1,1,0,piso,13
50,45,2,1,,,2,0,777,159000,3180,0,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,1,piso,18
74,68,2,1,,,5,0,1038,240000,3243,0,False,,,,1,1,1,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,19
95,85,3,1,,,2,0,1135,275000,2895,0,False,,,,1,1,0,1,0,1,0,0,1,0,0,,0,,,,,,,piso,17
55,40,1,1,,,bajo,1,780,160000,2909,0,False,,,,0,1,1,1,0,1,0,0,1,0,1,,1,1,0,,,,,piso,19
90,,2,1,,,3,0,1079,254500,2828,0,False,,0,1,1,1,1,1,0,0,1,0,0,1,0,,0,,,0,0,1,0,atico,18
90,,3,1,,,1,0,719,143500,1594,1,False,,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,1,piso,17
70,,2,1,,,3,0,634,122000,1743,0,False,,,,0,1,0,1,0,0,0,0,0,0,0,,0,,,0,1,1,0,piso,18
190,180,7,2,,,1,0,1067,250000,1316,1,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,1,0,0,0,piso,18
100,,3,2,,,3,0,1067,250000,2500,0,False,2002,0,1,0,1,0,1,0,0,0,0,0,1,0,,1,1,0,,,,,piso,15
76,67,3,1,,,3,0,787,161900,2130,0,False,1985,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,15
84,79,3,1,,,4,0,686,135000,1607,0,False,1975,,,0,0,0,1,0,0,1,0,0,0,1,,0,,,,,,,piso,15
83,,3,1,,,1,0,840,177000,2133,0,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,18
40,37,2,1,,,bajo,1,566,106000,2650,1,False,,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,1,piso,19
60,,0,2,,,bajo,1,744,150000,2500,0,False,,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,duplex,15
70,,3,1,,,3,0,814,169500,2421,0,False,,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,1,piso,15
65,60,2,1,,,2,0,881,189000,2908,0,False,1989,0,1,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,15
60,55,2,1,,,4,0,539,100000,1667,0,False,1969,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,18
75,65,2,1,,,4,0,725,145000,1933,0,False,1970,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,15
80,,3,1,,,2,0,705,140000,1750,0,False,,,,0,1,0,1,0,0,1,0,1,0,0,,0,,,1,0,1,0,piso,13
59,,3,1,,,1,0,833,175000,2966,0,False,1950,,,0,0,0,1,0,0,0,1,0,0,0,,0,,,,,,,piso,15
60,50,1,1,,,,,583,110000,1833,0,,,,,0,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,12
85,80,3,1,,,4,0,780,160000,1882,1,False,,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,15
110,,3,2,,,5,0,604,115000,1045,1,False,,,,0,1,1,1,0,0,1,0,0,1,0,,0,,,,,,,piso,12
70,,1,2,,,,,654,126900,1813,0,False,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,13
90,,3,2,,,3,0,917,200000,2222,0,False,,1,0,1,1,1,1,0,0,1,0,0,0,1,,1,1,0,0,1,0,0,piso,12
75,65,2,1,,,1,0,744,150000,2000,0,False,,,,0,1,0,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,piso,13
111,88,4,1,,,1,0,970,217000,1955,1,False,,0,1,0,1,0,1,0,0,1,0,0,0,0,,0,,,0,1,0,1,piso,17
95,80,3,2,,,5,0,913,199000,2095,0,False,1977,1,0,1,1,1,1,0,0,1,0,0,1,1,,1,1,0,,,,,piso,12
90,,2,2,,,1,0,1035,239000,2656,0,False,,0,1,1,1,1,1,0,0,1,1,1,0,0,,1,1,0,1,0,1,0,piso,13
94,,3,1,,,1,0,1024,235000,2500,0,False,,0,1,1,0,0,1,0,0,1,1,1,0,0,,1,1,0,,,,,piso,15
60,,3,1,,,5,0,913,199000,3317,1,False,,,,0,0,1,1,0,0,1,0,0,0,0,,0,,,0,1,0,0,piso,15
45,,1,1,,,1,0,666,130000,2889,0,False,,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,19
65,58,2,1,,,1,0,646,125000,1923,1,False,1967,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,13
73,63,3,1,,,4,0,702,139000,1904,0,False,,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,18
100,84,4,2,,,2,0,1067,250000,2500,0,False,1994,0,1,0,1,0,1,0,0,0,1,0,0,0,,0,,,0,1,0,1,piso,14
52,,1,1,,,entreplanta exterior,1,561,105000,2019,0,False,,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,12
70,,3,1,,,4,0,583,110000,1571,1,False,,,,0,0,,1,0,0,1,0,0,0,0,,0,,,,,,,piso,19
51,,2,1,,,bajo,1,517,95000,1863,0,False,1962,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,1,piso,17
70,,4,1,,,1,0,780,160000,2286,0,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,19
51,,3,1,,,bajo,1,539,99900,1959,0,False,1960,,,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,0,1,1,piso,17
40,,1,1,,,3,0,702,139000,3475,0,False,,0,1,1,0,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,19
146,,4,2,,,2,0,1621,480000,3288,0,False,2003,0,1,1,1,1,1,0,1,1,0,1,1,1,,1,1,0,1,1,0,1,piso,15
50,48,2,1,,,bajo,1,583,110000,2200,0,False,,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,12
80,75,3,1,,,3,0,646,125000,1562,0,False,1972,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,18
120,,0,2,,,bajo,1,1092,259000,2158,0,False,,0,1,1,1,0,1,0,0,0,0,1,0,0,,0,,,0,0,1,0,duplex,14
65,59,2,1,,,3,0,561,105000,1615,0,False,,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,18
80,60,3,1,,,4,0,613,117000,1462,1,False,1970,,,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,18
80,,3,1,,,2,0,777,159000,1988,0,False,,0,1,0,1,0,1,0,0,1,0,0,0,0,,1,0,20000,1,0,1,0,piso,18
63,,3,1,,,2,0,744,150000,2381,0,,,,,0,0,,0,0,0,0,0,0,0,0,,0,,,,,,,piso,17
92,,3,2,,,bajo,1,897,194000,2109,0,,1958,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,19
101,85,2,2,,,6,0,1195,298000,2950,0,False,2004,0,1,1,1,1,1,0,1,1,0,1,1,1,,1,1,0,,,,,atico,16
57,,2,1,,,3,0,541,100300,1760,0,,,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,17
75,68,2,1,,,2,0,604,115000,1533,0,False,,0,1,0,1,0,1,0,0,0,0,1,0,0,,0,,,0,0,0,1,piso,17
70,56,2,2,,,2,0,654,126900,1813,0,False,1970,,,0,0,0,0,0,0,1,1,0,0,0,,0,,,,,,,piso,13
55,,2,1,,,1,0,535,99000,1800,1,False,1930,,,0,0,0,1,0,0,0,1,0,0,0,,0,,,0,0,1,0,piso,13
71,,3,1,,,,,650,126000,1775,0,False,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,19
103,,3,1,,,,,982,221000,2146,0,False,,,,0,0,0,,0,0,0,0,0,0,0,,0,,,,,,,piso,14
81,65,2,1,,,2,0,798,165000,2037,0,False,1999,0,1,0,1,1,1,0,0,0,0,0,1,0,,0,,,,,,,piso,17
120,115,4,2,,,bajo,1,666,130000,1083,0,False,1973,0,1,1,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,12
77,,3,1,,,2,0,666,130000,1688,1,False,,0,1,0,0,,1,0,0,1,0,0,0,0,,0,,,,,,,piso,15
85,,3,1,,,bajo,1,997,226000,2659,1,False,,0,1,1,1,1,1,0,0,1,0,0,0,0,,0,,,0,0,0,1,piso,14
43,,2,1,,,bajo,1,535,99000,2302,0,False,,,,1,0,0,1,0,0,0,0,1,0,0,,0,,,,,,,piso,14
84,,2,2,,,1,0,1009,230000,2738,0,False,2020,0,1,1,0,1,1,0,0,0,0,1,0,0,,1,1,0,,,,,duplex,15
60,,2,1,,,1,0,650,126000,2100,0,False,1976,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,19
75,70,3,1,,,4,0,840,177000,2360,0,False,,1,0,1,0,1,1,0,0,1,0,0,1,0,,0,,,,,,,piso,18
66,60,3,1,,,4,0,686,135000,2045,0,False,1967,,,0,0,,,0,0,1,0,0,0,0,,0,,,,,,,piso,18
68,56,2,1,,,5,0,617,118000,1735,1,False,1965,,,0,0,1,1,0,0,1,0,0,0,0,,0,,,,,,,piso,13
75,65,3,1,,,2,0,625,120000,1600,1,False,,,,0,0,0,0,0,0,0,0,1,0,0,,0,,,,,,,piso,13
132,105,2,1,,,3,0,901,195000,1477,0,False,1967,0,1,1,1,0,1,0,0,1,0,0,0,0,,1,0,10000,0,1,0,1,piso,13
54,,1,1,,,bajo,1,666,130000,2407,0,False,,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,19
57,41,3,1,,,4,0,656,127600,2239,0,False,1966,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,13
82,67,2,1,,,1,0,767,156348,1907,1,False,1994,,,0,0,1,,0,0,1,0,0,0,0,,0,,,,,,,piso,17
89,68,2,1,,,1,0,769,157000,1764,0,False,1972,0,1,1,0,0,1,0,0,1,1,0,0,0,,0,,,0,1,0,1,piso,18
88,,3,1,,,,,646,125000,1420,0,,,,,0,0,,,0,0,0,0,0,0,0,,0,,,,,,,piso,12
101,,3,1,,,1,0,910,198000,1960,0,False,,,,0,1,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,1,piso,15
30,27,0,1,,,bajo,1,530,98000,3267,0,False,1988,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,,,0,0,0,1,estudio,18
74,68,3,1,,,4,0,736,148000,2000,1,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,0,1,0,0,atico,17
60,,2,1,,,bajo,1,705,140000,2333,0,False,1956,0,1,0,1,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,17
70,,2,2,,,2,0,933,205000,2929,0,False,2004,0,1,0,1,1,1,0,0,1,1,1,1,0,,1,1,0,0,1,0,1,piso,15
124,,3,2,,,6,0,1246,318500,2569,0,False,2003,0,1,1,1,1,1,0,1,0,0,1,1,1,,1,1,0,1,0,1,0,piso,17
45,,1,1,,,2,0,489,89000,1978,1,False,,,,1,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,piso,15
119,110,4,2,,,2,0,913,199000,1672,0,False,,0,1,1,1,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,13
55,,1,1,,,5,0,868,185000,3364,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,,,,,piso,16
113,97,3,2,,,1,0,1474,415000,3673,0,False,,,,0,1,1,1,0,1,1,0,1,0,1,,1,1,0,,,,,piso,16
50,,0,1,,,5,0,851,180000,3600,0,False,,0,1,1,1,1,1,0,0,1,0,0,0,0,,0,,,,,,,atico,15
52,45,1,1,,,4,0,816,169900,3267,0,False,,1,0,1,1,1,1,0,0,0,0,0,0,0,,0,,,1,0,0,0,piso,18
90,,2,2,,,3,0,1187,295000,3278,0,False,,0,1,1,1,1,1,0,1,1,0,1,0,1,,1,1,0,,,,,piso,16
112,85,3,2,,,1,0,1108,265000,2366,0,False,,,,0,1,1,1,0,0,0,0,1,0,0,,0,,,,,,,piso,18
52,,1,1,,,3,0,868,185000,3558,0,False,,,,1,1,1,1,0,1,0,0,1,0,1,,1,1,0,,,,,piso,16
57,,1,1,,,4,0,868,185000,3246,0,False,,,,0,0,1,1,0,1,0,0,1,0,1,,1,1,0,0,0,0,1,piso,16
75,70,3,1,,,2,0,1052,245000,3267,0,False,,,,1,1,0,1,0,0,1,0,0,0,0,,0,,,,,,,piso,18
75,65,3,1,,,5,0,833,175000,2333,0,False,,0,1,0,1,1,1,0,0,0,0,0,0,1,,0,,,0,1,1,0,piso,12
35,27,1,1,,,bajo,1,251,42000,1200,1,False,,0,1,0,0,0,1,0,0,0,0,0,0,0,,0,,,,,,,piso,17
70,,2,1,,,3,0,652,126500,1807,0,False,,0,1,1,1,1,1,0,0,0,0,0,0,0,,0,,,,,,,piso,13
60,55,2,1,,,2,0,702,139000,2317,0,False,1960,0,1,1,1,0,1,0,0,0,0,0,0,0,,0,,,1,0,1,0,piso,19
66,,3,1,,,3,0,643,124200,1882,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,12
53,,3,1,,,1,0,813,169000,3189,0,,,,,0,0,0,,0,0,1,0,0,0,0,,0,,,,,,,piso,15
78,59,2,2,,,,,994,225000,2885,0,True,,,,0,0,1,1,0,0,0,0,1,0,0,,1,1,0,,,,,piso,15
74,70,3,1,,,4,0,736,148000,2000,1,False,1969,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,0,0,1,0,piso,17
61,,1,1,,,1,0,662,129000,2115,1,False,1996,,,0,0,1,1,0,0,0,0,0,0,0,,1,1,0,,,,,piso,19
