sq_mt_built,n_bathrooms,n_rooms,rent_price,n_bathrooms,sq_mt_built,buy_price_by_area,has_garden,has_pool,neighborhood,has_pool,buy_price
118.0,2.0,1,2092,2.0,118.0,5805,0,0,32,0,685000
40.0,1.0,1,1086,1.0,40.0,6425,0,0,35,0,257000
133.0,3.0,2,1900,3.0,133.0,9023,0,0,32,0,1200000
97.0,2.0,3,1496,2.0,97.0,4381,0,0,37,0,425000
214.0,3.0,5,2266,3.0,214.0,5257,0,0,37,0,1125000
170.0,2.0,4,2514,2.0,170.0,5588,0,0,34,0,950000
160.0,2.0,5,1955,2.0,160.0,3906,0,0,34,0,625000
76.0,1.0,3,1320,1.0,76.0,4592,0,0,33,0,349000
120.0,2.0,3,2081,2.0,120.0,5667,0,0,35,0,680000
108.0,2.0,3,1587,2.0,108.0,4306,0,0,35,0,465000
172.0,3.0,3,-5161,3.0,172.0,9297,0,0,32,0,1599000
253.0,3.0,4,-3649,3.0,253.0,6126,0,0,32,0,1550000
70.0,1.0,3,1195,1.0,70.0,4257,0,0,33,0,298000
179.0,2.0,4,2330,2.0,179.0,4458,0,0,35,0,798000
170.0,3.0,4,2234,3.0,170.0,4412,0,0,33,0,750000
35.0,1.0,1,884,1.0,35.0,5429,0,0,35,0,190000
101.0,2.0,3,1862,2.0,101.0,5792,0,0,33,0,585000
97.0,2.0,3,1633,2.0,97.0,5000,0,0,35,0,485000
135.0,2.0,2,2254,2.0,135.0,5626,0,0,35,0,759500
100.0,1.0,1,2126,1.0,100.0,7000,0,1,32,1,700000
55.0,1.0,2,1067,1.0,55.0,4545,0,0,33,0,250000
52.0,1.0,1,1225,1.0,52.0,5962,0,0,37,0,310000
144.0,2.0,4,2115,2.0,144.0,4826,0,0,36,0,695000
56.0,1.0,3,913,1.0,56.0,3554,0,0,36,0,199000
142.0,2.0,5,1885,2.0,142.0,4190,0,0,34,0,595000
75.0,2.0,1,1323,2.0,75.0,4667,0,0,34,0,350000
101.0,2.0,2,1525,2.0,101.0,4335,0,0,36,0,437800
146.0,2.0,3,2516,2.0,146.0,6712,0,0,32,0,980000
120.0,1.0,3,1712,1.0,120.0,4333,0,0,37,0,520000
250.0,4.0,8,2512,4.0,250.0,3780,0,0,33,0,945000
36.0,1.0,1,851,1.0,36.0,5000,0,0,35,0,180000
115.0,2.0,3,2324,2.0,115.0,6913,0,1,32,1,795000
91.0,1.0,2,1678,1.0,91.0,5549,0,0,36,0,505000
38.0,1.0,1,963,1.0,38.0,5650,0,0,34,0,214700
90.0,2.0,2,1678,2.0,90.0,5611,0,0,37,0,505000
260.0,4.0,5,-5194,4.0,260.0,6154,0,1,32,1,1600000
137.0,2.0,2,2452,2.0,137.0,6387,0,1,32,1,875000
70.0,2.0,2,1621,2.0,70.0,6857,0,0,37,0,480000
199.0,2.0,7,2422,2.0,199.0,4286,0,0,37,0,853000
52.0,1.0,2,1174,1.0,52.0,5577,0,0,34,0,290000
150.0,2.0,4,1724,2.0,150.0,3500,0,0,36,0,525000
142.0,3.0,4,2232,3.0,142.0,5275,0,0,34,0,749000
68.0,1.0,3,1346,1.0,68.0,5294,0,0,37,0,360000
110.0,2.0,3,1894,2.0,110.0,5445,0,1,33,1,599000
277.0,3.0,3,-9067,3.0,277.0,6137,0,0,33,0,1700000
87.0,2.0,3,1382,2.0,87.0,4310,0,0,37,0,375000
449.0,5.0,5,-125566,5.0,449.0,5768,0,0,32,0,2590000
63.0,2.0,2,1435,2.0,63.0,6317,0,0,37,0,398000
190.0,3.0,4,2324,3.0,190.0,4184,0,0,34,0,795000
107.0,2.0,3,2012,2.0,107.0,6075,0,0,34,0,650000
88.0,2.0,3,1576,2.0,88.0,5227,0,0,34,0,460000
340.0,3.0,5,-221,3.0,340.0,4103,0,0,36,0,1395000
50.0,1.0,1,1167,1.0,50.0,5740,0,0,37,0,287000
157.0,3.0,4,2386,3.0,157.0,5287,0,0,35,0,830000
450.0,4.0,5,-564667,4.0,450.0,7778,0,0,32,0,3500000
78.0,2.0,4,1553,2.0,78.0,5769,0,0,35,0,450000
80.0,1.0,3,1358,1.0,80.0,4562,0,0,34,0,365000
80.0,1.0,2,1667,1.0,80.0,6250,0,0,35,0,500000
212.0,3.0,5,2516,3.0,212.0,4528,0,0,36,0,960000
157.0,2.0,3,2126,2.0,157.0,4459,0,0,35,0,700000
172.0,3.0,2,-5161,3.0,172.0,9297,0,0,32,0,1599000
172.0,3.0,3,-5161,3.0,172.0,9297,0,0,32,0,1599000
217.0,2.0,3,2126,2.0,217.0,3226,0,0,34,0,700000
179.0,4.0,4,2515,4.0,179.0,5503,0,0,37,0,985000
75.0,1.0,3,1553,1.0,75.0,6000,0,0,33,0,450000
170.0,2.0,3,2387,2.0,170.0,6382,0,0,32,0,1085000
398.0,4.0,5,-9067,4.0,398.0,4271,0,0,34,0,1700000
50.0,1.0,1,1148,1.0,50.0,5600,0,0,35,0,280000
90.0,1.0,2,1508,1.0,90.0,4778,0,0,33,0,430000
85.0,2.0,0,1238,2.0,85.0,3706,0,0,34,0,315000
98.0,1.0,2,1627,1.0,98.0,4923,0,0,35,0,482500
100.0,2.0,3,2035,2.0,100.0,6600,0,0,34,0,660000
82.0,1.0,3,1094,1.0,82.0,3171,0,0,35,0,260000
230.0,3.0,4,1536,3.0,230.0,5435,0,0,37,0,1250000
123.0,2.0,4,1839,2.0,123.0,4675,0,0,32,0,575000
122.0,2.0,5,1885,2.0,122.0,4877,0,0,37,0,595000
145.0,2.0,4,2183,2.0,145.0,5007,0,0,36,0,726000
92.0,2.0,3,1553,2.0,92.0,4891,0,0,36,0,450000
42.0,1.0,1,901,1.0,42.0,4643,0,0,32,0,195000
38.0,1.0,1,1067,1.0,38.0,6579,0,0,34,0,250000
172.0,3.0,2,-5161,3.0,172.0,9297,0,0,32,0,1599000
65.0,1.0,0,1416,1.0,65.0,6000,0,1,32,1,390000
67.0,2.0,2,1781,2.0,67.0,8209,0,0,35,0,550000
146.0,2.0,4,1667,2.0,146.0,3425,0,0,33,0,500000
350.0,5.0,4,-188041,5.0,350.0,8000,0,0,32,0,2800000
330.0,5.0,3,-188041,5.0,330.0,8485,0,0,32,0,2800000
100.0,1.0,0,1462,1.0,100.0,4100,0,0,37,0,410000
143.0,2.0,4,1955,2.0,143.0,4371,0,0,34,0,625000
340.0,3.0,4,-11444,3.0,340.0,5147,0,0,32,0,1750000
65.0,1.0,1,1485,1.0,65.0,6462,0,0,37,0,420000
339.0,3.0,4,-17213,3.0,339.0,5457,0,0,37,0,1850000
265.0,4.0,5,-14150,4.0,265.0,6792,0,0,32,0,1800000
145.0,2.0,3,2115,2.0,145.0,4793,0,0,37,0,695000
328.0,4.0,5,-44765,4.0,328.0,6555,0,0,32,0,2150000
325.0,4.0,4,-48548,4.0,325.0,6708,0,0,32,0,2180000
198.0,2.0,4,1536,2.0,198.0,6313,0,0,34,0,1250000
70.0,2.0,2,1781,2.0,70.0,7857,0,0,35,0,550000
198.0,2.0,4,1536,2.0,198.0,6313,0,0,34,0,1250000
325.0,4.0,4,-28652,4.0,325.0,6148,0,0,32,0,1998000
132.0,2.0,4,1885,2.0,132.0,4508,0,0,36,0,595000
228.0,3.0,4,2480,3.0,228.0,3947,0,0,34,0,900000
152.0,2.0,3,1873,2.0,152.0,3882,0,0,34,0,589990
233.0,2.0,3,-28381,2.0,233.0,8562,0,0,32,0,1995000
150.0,2.0,5,1804,2.0,150.0,3733,0,0,33,0,560000
343.0,4.0,4,-188041,4.0,343.0,8163,0,0,32,0,2800000
210.0,3.0,2,-5161,3.0,210.0,7614,0,0,32,0,1599000
122.0,2.0,4,1955,2.0,122.0,5123,0,0,34,0,625000
110.0,2.0,3,1955,2.0,110.0,5682,0,0,35,0,625000
210.0,3.0,3,1536,3.0,210.0,5952,0,0,37,0,1250000
372.0,5.0,4,-20661,5.0,372.0,5108,0,0,37,0,1900000
30.0,1.0,2,994,1.0,30.0,7500,0,0,33,0,225000
171.0,2.0,4,2058,2.0,171.0,3918,0,0,34,0,670000
177.0,3.0,3,2514,3.0,177.0,5367,0,0,37,0,950000
212.0,2.0,4,2324,2.0,212.0,3750,0,0,33,0,795000
172.0,4.0,2,-5161,4.0,172.0,9297,0,0,32,0,1599000
80.0,1.0,2,1552,1.0,80.0,5619,0,0,33,0,449500
125.0,2.0,3,2330,2.0,125.0,6384,0,0,35,0,798000
51.0,1.0,2,1148,1.0,51.0,5490,0,0,34,0,280000
144.0,2.0,2,1885,2.0,144.0,4132,0,0,34,0,595000
35.0,1.0,1,847,1.0,35.0,5114,0,0,37,0,179000
96.0,2.0,2,1908,2.0,96.0,6302,0,0,35,0,605000
182.0,2.0,4,2224,2.0,182.0,4093,0,0,33,0,745000
350.0,3.0,6,-221,3.0,350.0,3986,0,0,36,0,1395000
43.0,1.0,1,1081,1.0,43.0,5930,0,0,37,0,255000
61.0,1.0,2,1655,1.0,61.0,8115,0,0,32,0,495000
93.0,2.0,2,1804,2.0,93.0,6022,0,0,35,0,560000
210.0,3.0,2,-5161,3.0,210.0,7614,0,0,32,0,1599000
316.0,2.0,2,-24524,2.0,316.0,6171,0,0,32,0,1950000
147.0,3.0,4,1687,3.0,147.0,3463,0,0,33,0,509000
85.0,1.0,3,1576,1.0,85.0,5412,0,0,35,0,460000
122.0,2.0,3,2480,2.0,122.0,7377,0,0,35,0,900000
281.0,3.0,3,-11444,3.0,281.0,6228,0,0,35,0,1750000
205.0,2.0,5,2347,2.0,205.0,5366,0,0,32,0,1100000
115.0,1.0,3,1781,1.0,115.0,4783,0,0,33,0,550000
210.0,4.0,3,-5161,4.0,210.0,7614,0,0,32,0,1599000
78.0,2.0,2,1644,2.0,78.0,6282,0,0,36,0,490000
320.0,3.0,5,-65933,3.0,320.0,7188,0,0,32,0,2300000
118.0,2.0,2,2285,2.0,118.0,6568,0,0,34,0,775000
176.0,2.0,4,2081,2.0,176.0,3864,0,0,34,0,680000
287.0,4.0,4,-28833,4.0,287.0,6969,0,0,37,0,2000000
279.0,5.0,5,-2333,5.0,279.0,5376,0,1,36,1,1500000
105.0,1.0,4,1587,1.0,105.0,4429,0,0,34,0,465000
183.0,2.0,2,1836,2.0,183.0,6612,0,0,32,0,1210000
141.0,1.0,1,1323,1.0,141.0,2482,0,0,35,0,350000
150.0,2.0,3,2347,2.0,150.0,7333,0,0,32,0,1100000
305.0,3.0,3,-38920,3.0,305.0,6885,0,0,32,0,2100000
67.0,2.0,2,1804,2.0,67.0,8358,0,0,35,0,560000
90.0,1.0,2,1508,1.0,90.0,4778,0,0,33,0,430000
190.0,2.0,3,2470,2.0,190.0,4684,0,0,36,0,890000
121.0,2.0,3,1987,2.0,121.0,5281,0,0,36,0,639000
142.0,2.0,2,2265,2.0,142.0,5387,0,0,35,0,765000
305.0,4.0,3,-8628,4.0,305.0,5541,0,0,35,0,1690000
340.0,5.0,4,-44155,5.0,340.0,6309,0,0,32,0,2145000
485.0,6.0,6,-244802,6.0,485.0,6082,0,0,32,0,2950000
305.0,4.0,3,-8628,4.0,305.0,5541,0,0,35,0,1690000
340.0,5.0,4,-44155,5.0,340.0,6309,0,0,32,0,2145000
235.0,3.0,3,-65933,3.0,235.0,9787,0,0,32,0,2300000
260.0,3.0,3,-28381,3.0,260.0,7673,0,0,32,0,1995000
215.0,3.0,4,2516,3.0,215.0,4465,0,0,34,0,960000
120.0,2.0,2,2417,2.0,120.0,7083,0,0,32,0,850000
200.0,2.0,3,1536,2.0,200.0,6250,0,0,35,0,1250000
300.0,5.0,5,-83453,5.0,300.0,8000,0,0,32,0,2400000
115.0,2.0,4,1862,2.0,115.0,5087,0,0,34,0,585000
260.0,3.0,3,-23717,3.0,260.0,7462,0,0,32,0,1940000
373.0,4.0,4,-833784,4.0,373.0,10188,0,0,32,0,3800000
260.0,3.0,3,-23717,3.0,260.0,7462,0,0,32,0,1940000
335.0,3.0,3,-154511,3.0,335.0,8045,0,0,32,0,2695000
45.0,1.0,0,1287,1.0,45.0,7444,0,1,35,1,335000
204.0,3.0,4,2181,3.0,204.0,3554,0,0,35,0,725000
124.0,2.0,4,1621,2.0,124.0,3871,0,0,34,0,480000
115.0,2.0,3,1667,2.0,115.0,4348,0,0,35,0,500000
237.0,2.0,9,1059,2.0,237.0,5485,0,0,32,0,1300000
91.0,1.0,1,1323,1.0,91.0,3846,0,0,35,0,350000
91.0,2.0,3,1885,2.0,91.0,6538,0,0,33,0,595000
88.0,2.0,2,1839,2.0,88.0,6534,0,0,34,0,575000
130.0,2.0,3,2313,2.0,130.0,6069,0,0,33,0,789000
170.0,3.0,4,2331,3.0,170.0,4700,0,0,36,0,799000
82.0,1.0,3,1437,1.0,82.0,4866,0,0,33,0,399000
31.0,1.0,2,994,1.0,31.0,7258,0,0,33,0,225000
83.0,2.0,2,1553,2.0,83.0,5422,0,0,32,0,450000
60.0,1.0,2,1382,1.0,60.0,6250,0,0,33,0,375000
220.0,3.0,4,2516,3.0,220.0,4364,0,0,36,0,960000
121.0,2.0,3,1955,2.0,121.0,5165,0,0,34,0,625000
74.0,2.0,2,1542,2.0,74.0,6014,0,0,33,0,445000
80.0,1.0,2,1551,1.0,80.0,5612,0,0,33,0,449000
106.0,2.0,4,1781,2.0,106.0,5189,0,0,34,0,550000
360.0,3.0,6,-140,3.0,360.0,3861,0,0,36,0,1390000
61.0,1.0,2,1012,1.0,61.0,3787,0,0,35,0,231000
165.0,3.0,5,2103,3.0,165.0,4182,0,0,34,0,690000
66.0,1.0,2,1213,1.0,66.0,4621,0,0,35,0,305000
40.0,1.0,1,780,1.0,40.0,4000,0,0,32,0,160000
94.0,2.0,3,1978,2.0,94.0,6755,0,0,34,0,635000
131.0,3.0,4,2035,3.0,131.0,5038,0,0,35,0,660000
186.0,2.0,4,2047,2.0,186.0,3575,0,0,33,0,665000
439.0,6.0,5,-24524,6.0,439.0,4442,0,0,34,0,1950000
210.0,3.0,2,-5161,3.0,210.0,7614,0,0,37,0,1599000
330.0,4.0,4,-65933,4.0,330.0,6970,0,0,32,0,2300000
35.0,1.0,1,948,1.0,35.0,6000,0,0,37,0,210000
210.0,3.0,3,-5161,3.0,210.0,7614,0,0,32,0,1599000
152.0,2.0,3,1839,2.0,152.0,3783,0,0,36,0,575000
198.0,3.0,3,-3649,3.0,198.0,7828,0,0,32,0,1550000
186.0,3.0,3,-9067,3.0,186.0,9140,0,0,32,0,1700000
199.0,4.0,4,-13921,4.0,199.0,9025,0,1,37,1,1796000
156.0,3.0,3,-124,3.0,156.0,8904,0,1,37,1,1389000
156.0,3.0,3,355,3.0,156.0,8699,0,1,37,1,1357000
64.0,1.0,1,1655,1.0,64.0,7734,0,0,35,0,495000
301.0,4.0,4,-58234,4.0,301.0,7475,0,0,32,0,2250000
360.0,5.0,4,-266250,5.0,360.0,8333,0,0,32,0,3000000
442.0,4.0,5,-51191,4.0,442.0,4977,0,0,32,0,2200000
400.0,3.0,4,-51191,3.0,400.0,5500,0,1,34,1,2200000
197.0,4.0,3,-13581,4.0,197.0,9086,0,0,32,0,1790000
355.0,5.0,5,-28381,5.0,355.0,5620,0,0,32,0,1995000
50.0,1.0,1,1299,1.0,50.0,6800,0,0,33,0,340000
160.0,3.0,2,-742,3.0,160.0,8906,0,0,32,0,1425000
104.0,2.0,2,1897,2.0,104.0,5769,0,0,37,0,600000
301.0,4.0,4,-58234,4.0,301.0,7475,0,0,32,0,2250000
322.0,3.0,4,-64339,3.0,322.0,7112,0,0,32,0,2290000
100.0,2.0,3,2253,2.0,100.0,7590,0,0,37,0,759000
52.0,1.0,2,1146,1.0,52.0,5365,0,0,33,0,279000
119.0,2.0,3,1756,2.0,119.0,4529,0,0,36,0,539000
67.0,2.0,2,1781,2.0,67.0,8209,0,0,35,0,550000
170.0,3.0,4,2417,3.0,170.0,5000,0,0,33,0,850000
47.0,1.0,2,997,1.0,47.0,4809,0,0,34,0,226000
200.0,2.0,4,2516,2.0,200.0,4900,0,0,35,0,980000
260.0,3.0,4,1802,3.0,260.0,4673,0,1,33,1,1215000
77.0,1.0,3,1346,1.0,77.0,4675,0,0,36,0,360000
122.0,2.0,3,2170,2.0,122.0,5902,0,0,35,0,720000
109.0,1.0,5,1873,1.0,109.0,5413,0,0,33,0,590000
57.0,1.0,1,1428,1.0,57.0,6930,0,0,35,0,395000
52.0,1.0,1,1197,1.0,52.0,5750,0,0,37,0,299000
65.0,2.0,2,1462,2.0,65.0,6308,0,0,32,0,410000
95.0,2.0,2,2341,2.0,95.0,8466,0,1,34,1,804234
95.0,2.0,2,2205,2.0,95.0,7748,0,1,34,1,736060
101.0,2.0,2,2362,2.0,101.0,8077,0,1,34,1,815811
95.0,2.0,2,2340,2.0,95.0,8458,0,1,34,1,803529
111.0,2.0,3,2475,2.0,111.0,8065,0,1,34,1,895258
111.0,2.0,3,2462,2.0,111.0,7960,0,1,34,1,883547
107.0,2.0,2,2312,2.0,107.0,7371,0,1,34,1,788717
129.0,2.0,3,2509,2.0,129.0,7284,0,1,34,1,939593
128.0,2.0,3,2517,2.0,128.0,7568,0,1,34,1,968650
23.0,1.0,0,833,1.0,23.0,7609,0,0,35,0,175000
107.0,2.0,2,2234,2.0,107.0,7009,0,0,35,0,750000
65.0,1.0,1,1576,1.0,65.0,7077,0,0,35,0,460000
75.0,1.0,2,2352,1.0,75.0,10800,0,0,35,0,810000
100.0,2.0,2,2514,2.0,100.0,9900,0,0,35,0,990000
107.0,2.0,2,2295,2.0,107.0,7290,0,0,35,0,780000
65.0,1.0,1,1667,1.0,65.0,7692,0,0,35,0,500000
57.0,1.0,1,1439,1.0,57.0,7018,0,0,35,0,400000
57.0,1.0,1,1530,1.0,57.0,7719,0,0,35,0,440000
23.0,1.0,1,780,1.0,23.0,6957,0,0,35,0,160000
125.0,2.0,3,2330,2.0,125.0,6384,0,0,35,0,798000
125.0,2.0,3,2330,2.0,125.0,6384,0,0,35,0,798000
44.0,1.0,2,1052,1.0,44.0,5568,0,0,34,0,245000
85.0,1.0,3,1505,1.0,85.0,5047,0,0,37,0,429000
63.0,1.0,1,1187,1.0,63.0,4683,0,0,35,0,295000
80.0,1.0,2,1621,1.0,80.0,6000,0,0,32,0,480000
40.0,1.0,2,1038,1.0,40.0,6000,0,0,35,0,240000
33.0,1.0,0,881,1.0,33.0,5727,0,0,34,0,189000
360.0,3.0,6,-221,3.0,360.0,3875,0,0,36,0,1395000
91.0,2.0,2,1955,2.0,91.0,6868,0,0,34,0,625000
310.0,4.0,5,-65933,4.0,310.0,7419,0,1,32,1,2300000
280.0,2.0,4,-14150,2.0,280.0,6429,0,0,35,0,1800000
100.0,2.0,2,2514,2.0,100.0,9900,0,0,35,0,990000
75.0,2.0,2,2352,2.0,75.0,10800,0,0,35,0,810000
107.0,2.0,2,2295,2.0,107.0,7290,0,0,35,0,780000
57.0,1.0,1,1439,1.0,57.0,7018,0,0,35,0,400000
122.0,2.0,3,2480,2.0,122.0,7377,0,0,35,0,900000
65.0,1.0,1,1644,1.0,65.0,7538,0,0,35,0,490000
107.0,2.0,2,2255,2.0,107.0,7103,0,0,35,0,760000
65.0,1.0,1,1576,1.0,65.0,7077,0,0,35,0,460000
58.0,1.0,1,1453,1.0,58.0,7000,0,0,35,0,406000
86.0,1.0,3,1662,1.0,86.0,5791,0,0,37,0,498000
201.0,2.0,3,585,2.0,201.0,6667,0,1,36,1,1340000
127.0,2.0,2,2481,2.0,127.0,7096,0,0,32,0,901250
134.0,2.0,2,2509,2.0,134.0,7004,0,0,32,0,938536
141.0,2.0,2,2512,2.0,141.0,7054,0,0,32,0,994568
70.0,1.0,2,1393,1.0,70.0,5429,0,0,33,0,380000
199.0,3.0,4,2516,3.0,199.0,4925,0,0,35,0,980000
288.0,5.0,5,-27934,5.0,288.0,6910,0,0,32,0,1990000
192.0,2.0,4,2234,2.0,192.0,3906,0,0,34,0,750000
42.0,1.0,2,1323,1.0,42.0,8333,0,0,37,0,350000
131.0,2.0,3,1873,2.0,131.0,4504,0,0,33,0,590000
35.0,1.0,1,884,1.0,35.0,5429,0,0,35,0,190000
113.0,2.0,3,2078,2.0,113.0,10339,0,1,34,1,1168362
105.0,2.0,3,2510,2.0,105.0,9505,0,1,34,1,998000
95.0,2.0,2,2274,2.0,95.0,8099,0,1,34,1,769419
95.0,2.0,2,1908,2.0,95.0,6368,0,0,35,0,605000
129.0,1.0,4,2192,1.0,129.0,5659,0,0,33,0,730000
364.0,3.0,8,94,3.0,364.0,3777,0,0,32,0,1375000
177.0,3.0,4,2470,3.0,177.0,5028,0,1,37,1,890000
195.0,2.0,4,2255,2.0,195.0,3897,0,0,33,0,760000
153.0,3.0,4,2324,3.0,153.0,5196,0,0,35,0,795000
121.0,2.0,3,1955,2.0,121.0,5165,0,0,34,0,625000
147.0,2.0,5,1955,2.0,147.0,4252,0,0,37,0,625000
54.0,2.0,3,1255,2.0,54.0,5963,0,0,33,0,322000
121.0,2.0,3,2115,2.0,121.0,5744,0,0,34,0,695000
131.0,2.0,3,1893,2.0,131.0,4569,0,0,35,0,598500
194.0,2.0,4,1900,2.0,194.0,6186,0,0,36,0,1200000
217.0,4.0,3,-8846,4.0,217.0,7811,0,0,32,0,1695000
171.0,3.0,4,2331,3.0,171.0,4673,0,0,34,0,799000
183.0,3.0,4,2190,3.0,183.0,3984,0,0,34,0,729000
220.0,4.0,3,-5161,4.0,220.0,7268,0,0,32,0,1599000
256.0,3.0,3,-76092,3.0,256.0,9219,0,0,32,0,2360000
140.0,2.0,3,2012,2.0,140.0,4643,0,0,34,0,650000
185.0,3.0,4,2190,3.0,185.0,3941,0,0,34,0,729000
89.0,2.0,2,1382,2.0,89.0,4213,0,0,35,0,375000
114.0,2.0,3,2324,2.0,114.0,6974,0,0,37,0,795000
225.0,3.0,5,2234,3.0,225.0,3333,0,0,36,0,750000
75.0,1.0,3,1299,1.0,75.0,4533,0,0,33,0,340000
225.0,3.0,4,2514,3.0,225.0,4222,0,0,34,0,950000
335.0,3.0,3,-189760,3.0,335.0,8373,0,1,32,1,2805000
75.0,2.0,2,1530,2.0,75.0,5867,0,0,37,0,440000
222.0,3.0,3,-33621,3.0,222.0,9234,0,0,32,0,2050000
270.0,3.0,5,2470,3.0,270.0,3296,0,0,37,0,890000
730.0,7.0,8,-5065416,7.0,730.0,7740,0,0,32,0,5650000
201.0,2.0,4,2429,2.0,201.0,4269,0,0,37,0,858000
400.0,5.0,7,-33621,5.0,400.0,5125,0,0,32,0,2050000
240.0,3.0,5,2516,3.0,240.0,4079,0,0,36,0,979000
160.0,2.0,3,2115,2.0,160.0,4344,0,0,34,0,695000
264.0,3.0,6,1536,3.0,264.0,4735,0,0,34,0,1250000
412.0,5.0,5,-1188454,5.0,412.0,9951,0,0,32,0,4100000
108.0,2.0,3,1587,2.0,108.0,4306,0,0,35,0,465000
90.0,2.0,3,1610,2.0,90.0,5278,0,0,33,0,475000
227.0,4.0,6,2501,4.0,227.0,4075,0,0,36,0,925000
129.0,2.0,4,1827,2.0,129.0,4419,0,0,33,0,570000
67.0,2.0,2,1781,2.0,67.0,8209,0,0,35,0,550000
204.0,2.0,7,2352,2.0,204.0,3971,0,0,35,0,810000
74.0,1.0,1,1809,1.0,74.0,7595,0,1,35,1,562000
140.0,3.0,3,2394,3.0,140.0,7729,0,1,35,1,1082000
74.0,1.0,1,1850,1.0,74.0,7838,0,1,35,1,580000
157.0,2.0,3,2347,2.0,157.0,7006,0,1,35,1,1100000
64.0,1.0,1,1633,1.0,64.0,7578,0,1,35,1,485000
139.0,3.0,2,2399,3.0,139.0,7770,0,1,35,1,1080000
174.0,2.0,3,1931,2.0,174.0,6868,0,1,35,1,1195000
67.0,1.0,1,1712,1.0,67.0,7761,0,1,35,1,520000
141.0,3.0,2,2394,3.0,141.0,7674,0,1,35,1,1082000
293.0,4.0,3,-51191,4.0,293.0,7509,0,0,32,0,2200000
332.0,4.0,3,-34127,4.0,332.0,6190,0,0,32,0,2055000
307.0,4.0,3,-209434,4.0,307.0,9316,0,0,32,0,2860000
315.0,3.0,2,-24524,3.0,315.0,6190,0,0,32,0,1950000
239.0,4.0,3,-31646,4.0,239.0,8494,0,0,32,0,2030000
83.0,1.0,2,1508,1.0,83.0,5181,0,0,33,0,430000
67.0,2.0,2,1781,2.0,67.0,8209,0,0,35,0,550000
138.0,2.0,3,2058,2.0,138.0,4855,0,0,37,0,670000
67.0,2.0,2,1781,2.0,67.0,8209,0,0,35,0,550000
96.0,1.0,3,1174,1.0,96.0,3021,0,0,35,0,290000
185.0,2.0,5,2480,2.0,185.0,4865,0,0,36,0,900000
200.0,2.0,7,2402,2.0,200.0,4200,0,0,35,0,840000
67.0,2.0,2,1781,2.0,67.0,8209,0,0,35,0,550000
325.0,4.0,4,-44765,4.0,325.0,6615,0,0,32,0,2150000
275.0,3.0,4,1536,3.0,275.0,4545,0,0,33,0,1250000
92.0,1.0,1,1553,1.0,92.0,4891,0,1,32,1,450000
210.0,4.0,3,-5161,4.0,210.0,7614,0,0,32,0,1599000
64.0,2.0,3,1135,2.0,64.0,4297,0,0,34,0,275000
163.0,3.0,4,2010,3.0,163.0,3982,0,0,36,0,649000
110.0,2.0,4,1621,2.0,110.0,4364,0,0,33,0,480000
192.0,2.0,6,2295,2.0,192.0,4062,0,0,33,0,780000
250.0,4.0,5,-141570,4.0,250.0,10600,0,0,32,0,2650000
145.0,3.0,4,2417,3.0,145.0,5862,0,0,35,0,850000
110.0,2.0,3,2058,2.0,110.0,6091,0,0,35,0,670000
399.0,4.0,7,-104074,4.0,399.0,6266,0,0,33,0,2500000
142.0,2.0,3,1885,2.0,142.0,4190,0,0,34,0,595000
75.0,1.0,2,1655,1.0,75.0,6600,0,0,32,0,495000
82.0,2.0,3,1689,2.0,82.0,6220,0,0,37,0,510000
31.0,1.0,0,646,1.0,31.0,4032,0,0,35,0,125000
210.0,3.0,3,-5161,3.0,210.0,7614,0,0,32,0,1599000
61.0,2.0,2,1781,2.0,61.0,9016,0,0,35,0,550000
109.0,1.0,1,2330,1.0,109.0,7321,0,0,32,0,798000
157.0,3.0,4,2234,3.0,157.0,4777,0,0,34,0,750000
110.0,2.0,4,1621,2.0,110.0,4364,0,0,33,0,480000
90.0,2.0,3,1610,2.0,90.0,5278,0,0,34,0,475000
90.0,2.0,3,1610,2.0,90.0,5278,0,0,36,0,475000
78.0,1.0,4,1365,1.0,78.0,4718,0,0,33,0,368000
172.0,3.0,2,-5161,3.0,172.0,9297,0,0,32,0,1599000
204.0,2.0,7,2352,2.0,204.0,3971,0,0,35,0,810000
114.0,2.0,3,2324,2.0,114.0,6974,0,0,37,0,795000
90.0,2.0,3,1610,2.0,90.0,5278,0,0,34,0,475000
90.0,2.0,3,1610,2.0,90.0,5278,0,0,36,0,475000
247.0,2.0,5,2440,2.0,247.0,4291,0,0,33,0,1060000
52.0,1.0,2,1200,1.0,52.0,5769,0,0,33,0,300000
75.0,1.0,2,1633,1.0,75.0,6467,0,0,33,0,485000
180.0,2.0,5,2124,2.0,180.0,3883,0,0,34,0,699000
182.0,3.0,3,1966,3.0,182.0,3462,0,0,36,0,630000
40.0,1.0,1,833,1.0,40.0,4375,0,0,35,0,175000
121.0,2.0,3,1955,2.0,121.0,5165,0,0,34,0,625000
150.0,2.0,2,2515,2.0,150.0,6567,0,0,32,0,985000
22.0,1.0,1,881,1.0,22.0,8591,0,0,32,0,189000
211.0,3.0,4,2512,3.0,211.0,4716,0,0,32,0,995000
79.0,1.0,3,1621,1.0,79.0,6076,0,0,37,0,480000
376.0,4.0,5,-38920,4.0,376.0,5585,0,0,34,0,2100000
161.0,2.0,4,2432,2.0,161.0,5342,0,0,32,0,860000
42.0,1.0,2,1024,1.0,42.0,5595,0,0,35,0,235000
