sq_mt_built,n_bathrooms,n_rooms,rent_price,n_bathrooms,sq_mt_built,buy_price_by_area,has_garden,has_pool,neighborhood,has_pool,buy_price
53.0,1.0,1,535,1.0,53.0,1868,0,0,89,0,99000
63.0,1.0,2,625,1.0,63.0,1905,0,0,87,0,120000
86.0,2.0,3,913,2.0,86.0,2314,0,0,88,0,199000
81.0,1.0,3,702,1.0,81.0,1716,0,0,89,0,139000
69.0,2.0,3,692,2.0,69.0,1978,0,0,85,0,136500
78.0,2.0,2,979,2.0,78.0,2819,0,1,87,1,219900
82.0,1.0,2,587,1.0,82.0,1354,0,0,90,0,111000
184.0,3.0,4,1108,3.0,184.0,1440,0,0,85,0,265000
75.0,2.0,2,933,2.0,75.0,2733,0,0,90,0,205000
69.0,1.0,2,633,1.0,69.0,1767,0,0,86,0,121900
98.0,2.0,3,964,2.0,98.0,2194,0,0,90,0,215000
62.0,1.0,2,539,1.0,62.0,1613,0,0,86,0,100000
75.0,1.0,2,686,1.0,75.0,1800,0,0,90,0,135000
30.0,1.0,0,461,1.0,30.0,2767,0,0,90,0,83000
98.0,1.0,3,698,1.0,98.0,1408,0,0,89,0,138000
110.0,1.0,3,964,1.0,110.0,1955,0,0,89,0,215000
137.0,2.0,3,1092,2.0,137.0,1891,0,0,90,0,259000
50.0,1.0,1,833,1.0,50.0,3500,0,0,89,0,175000
90.0,2.0,2,1027,2.0,90.0,2622,0,1,87,1,236000
45.0,1.0,2,471,1.0,45.0,1889,0,0,89,0,85000
109.0,2.0,2,913,2.0,109.0,1826,0,0,90,0,199000
86.0,1.0,3,798,1.0,86.0,1919,0,0,90,0,165000
45.0,1.0,2,625,1.0,45.0,2667,0,0,89,0,120000
100.0,2.0,3,851,2.0,100.0,1800,0,0,87,0,180000
82.0,1.0,3,702,1.0,82.0,1695,0,0,89,0,139000
65.0,2.0,2,777,2.0,65.0,2446,0,0,89,0,159000
45.0,1.0,1,489,1.0,45.0,1978,0,0,86,0,89000
79.0,1.0,2,621,1.0,79.0,1506,0,0,86,0,119000
68.0,1.0,1,847,1.0,68.0,2632,0,1,87,1,179000
128.0,2.0,4,1081,2.0,128.0,1992,0,0,85,0,255000
146.0,2.0,4,1428,2.0,146.0,2705,0,1,86,1,395000
57.0,1.0,2,816,1.0,57.0,2982,0,0,87,0,170000
92.0,2.0,3,1148,2.0,92.0,3043,0,1,86,1,280000
125.0,2.0,3,884,2.0,125.0,1520,0,0,89,0,190000
50.0,1.0,2,725,1.0,50.0,2900,0,0,90,0,145000
93.0,1.0,3,874,1.0,93.0,2011,0,0,89,0,187000
64.0,1.0,2,809,1.0,64.0,2625,0,0,90,0,168000
60.0,1.0,2,725,1.0,60.0,2417,0,0,88,0,145000
48.0,1.0,1,662,1.0,48.0,2688,0,0,89,0,129000
69.0,1.0,3,691,1.0,69.0,1977,0,0,89,0,136400
103.0,2.0,2,1485,2.0,103.0,4078,0,1,72,1,420000
193.0,3.0,5,2480,3.0,193.0,4663,0,0,73,0,900000
208.0,2.0,4,2504,2.0,208.0,4471,0,0,73,0,930000
214.0,5.0,5,-303,5.0,214.0,6542,0,0,72,0,1400000
420.0,6.0,4,-171474,6.0,420.0,6548,0,1,75,1,2750000
73.0,1.0,3,894,1.0,73.0,2644,0,0,77,0,193000
60.0,1.0,1,1172,1.0,60.0,4817,0,1,74,1,289000
95.0,1.0,3,1850,1.0,95.0,6105,0,0,73,0,580000
117.0,2.0,3,1712,2.0,117.0,4444,0,1,72,1,520000
120.0,2.0,3,1655,2.0,120.0,4125,0,1,72,1,495000
98.0,1.0,1,1435,1.0,98.0,4061,0,1,75,1,398000
46.0,1.0,1,1428,1.0,46.0,8587,0,1,73,1,395000
44.0,1.0,1,1485,1.0,44.0,9545,0,1,73,1,420000
53.0,1.0,1,1610,1.0,53.0,8962,0,1,73,1,475000
53.0,1.0,1,1633,1.0,53.0,9151,0,1,73,1,485000
55.0,1.0,2,847,1.0,55.0,3255,0,0,77,0,179000
114.0,2.0,3,1530,2.0,114.0,3860,0,0,75,0,440000
73.0,1.0,3,1092,1.0,73.0,3548,0,0,77,0,259000
307.0,4.0,5,452,4.0,307.0,4397,0,1,72,1,1350000
70.0,2.0,1,705,2.0,70.0,2000,0,0,77,0,139999
100.0,2.0,2,2012,2.0,100.0,6500,0,0,73,0,650000
82.0,2.0,3,1250,2.0,82.0,3902,0,0,73,0,320000
211.0,3.0,3,2464,3.0,211.0,4194,0,1,75,1,885000
110.0,2.0,3,1701,2.0,110.0,4682,0,1,72,1,515000
184.0,3.0,4,2305,3.0,184.0,4266,0,1,78,1,785000
55.0,1.0,3,666,1.0,55.0,2364,0,0,81,0,130000
68.0,1.0,2,777,1.0,68.0,2338,0,0,81,0,159000
80.0,1.0,3,907,1.0,80.0,2461,0,0,81,0,196900
66.0,1.0,3,686,1.0,66.0,2045,0,0,81,0,135000
60.0,1.0,3,625,1.0,60.0,2000,0,0,84,0,120000
67.0,1.0,2,1065,1.0,67.0,3725,0,0,84,0,249600
96.0,2.0,3,1116,2.0,96.0,2792,0,0,84,0,268000
90.0,2.0,3,948,2.0,90.0,2332,0,0,81,0,209900
103.0,2.0,3,813,2.0,103.0,1641,0,0,82,0,169000
102.0,2.0,2,1213,2.0,102.0,2990,0,0,83,0,305000
85.0,1.0,3,884,1.0,85.0,2234,0,0,84,0,189900
110.0,2.0,3,1439,2.0,110.0,3636,0,0,83,0,400000
65.0,1.0,3,979,1.0,65.0,3385,0,0,82,0,220000
85.0,2.0,3,1169,2.0,85.0,3388,0,0,82,0,288000
98.0,2.0,3,1038,2.0,98.0,2448,0,0,82,0,239900
128.0,2.0,3,1225,2.0,128.0,2422,0,0,81,0,310000
90.0,1.0,3,948,1.0,90.0,2333,0,0,84,0,210000
54.0,1.0,2,762,1.0,54.0,2870,0,0,82,0,155000
60.0,1.0,2,736,1.0,60.0,2467,0,0,81,0,148000
82.0,2.0,3,1135,2.0,82.0,3354,0,0,83,0,275000
50.0,1.0,2,686,1.0,50.0,2700,0,0,82,0,135000
95.0,2.0,3,1064,2.0,95.0,2621,0,0,82,0,249000
88.0,2.0,3,740,2.0,88.0,1693,0,0,81,0,149000
75.0,1.0,3,976,1.0,75.0,2920,0,0,84,0,219000
62.0,1.0,3,743,1.0,62.0,2418,0,0,81,0,149900
93.0,2.0,3,1311,2.0,93.0,3710,0,1,82,1,345000
170.0,2.0,3,1553,2.0,170.0,2647,0,0,80,0,450000
70.0,2.0,3,847,2.0,70.0,2557,0,0,81,0,179000
123.0,2.0,3,1839,2.0,123.0,4675,0,1,82,1,575000
60.0,1.0,3,736,1.0,60.0,2467,0,0,84,0,148000
108.0,2.0,3,1311,2.0,108.0,3194,0,1,82,1,345000
65.0,1.0,3,979,1.0,65.0,3385,0,0,82,0,220000
140.0,2.0,4,1225,2.0,140.0,2214,0,0,79,0,310000
101.0,2.0,3,1147,2.0,101.0,2767,0,0,84,0,279450
100.0,2.0,3,762,2.0,100.0,1550,0,0,83,0,155000
100.0,2.0,3,762,2.0,100.0,1550,0,0,83,0,155000
51.0,1.0,2,744,1.0,51.0,2941,0,0,83,0,150000
101.0,2.0,3,1146,2.0,101.0,2762,0,0,84,0,279000
94.0,2.0,3,747,2.0,94.0,1606,0,0,83,0,151000
91.0,1.0,3,945,1.0,91.0,2297,0,0,81,0,209000
60.0,1.0,3,678,1.0,60.0,2217,0,0,81,0,133000
47.0,1.0,2,762,1.0,47.0,3298,0,0,82,0,155000
71.0,1.0,3,784,1.0,71.0,2268,0,0,83,0,161000
80.0,1.0,2,861,1.0,80.0,2288,0,0,84,0,183000
115.0,2.0,3,1393,2.0,115.0,3304,0,0,82,0,380000
70.0,1.0,3,666,1.0,70.0,1857,0,0,81,0,130000
71.0,1.0,3,784,1.0,71.0,2268,0,0,83,0,161000
99.0,2.0,3,997,2.0,99.0,2283,0,0,79,0,226000
64.0,1.0,3,979,1.0,64.0,3438,0,0,82,0,220000
80.0,1.0,4,881,1.0,80.0,2362,0,0,83,0,189000
112.0,2.0,3,1148,2.0,112.0,2500,0,0,84,0,280000
129.0,2.0,3,1382,2.0,129.0,2907,0,1,82,1,375000
122.0,2.0,3,1405,2.0,122.0,3156,0,0,79,0,385000
113.0,2.0,3,1323,2.0,113.0,3097,0,0,83,0,350000
94.0,2.0,3,784,2.0,94.0,1713,0,0,84,0,161000
75.0,1.0,2,907,1.0,75.0,2625,0,0,84,0,196900
105.0,2.0,4,1311,2.0,105.0,3286,0,0,80,0,345000
75.0,1.0,2,1089,1.0,75.0,3440,0,0,83,0,258000
133.0,2.0,4,1437,2.0,133.0,3000,0,0,82,0,399000
136.0,2.0,4,1393,2.0,136.0,2794,0,0,82,0,380000
60.0,1.0,3,686,1.0,60.0,2248,0,0,84,0,134900
60.0,1.0,3,686,1.0,60.0,2248,0,0,84,0,134900
94.0,2.0,3,1197,2.0,94.0,3181,0,0,84,0,299000
65.0,1.0,2,702,1.0,65.0,2138,0,0,84,0,139000
55.0,1.0,3,579,1.0,55.0,1982,0,0,81,0,109000
64.0,1.0,3,705,1.0,64.0,2186,0,0,84,0,139900
94.0,1.0,3,1035,1.0,94.0,2543,0,0,84,0,239000
110.0,2.0,4,1492,2.0,110.0,3845,0,1,82,1,423000
100.0,2.0,4,901,2.0,100.0,1950,0,0,81,0,195000
113.0,2.0,4,1135,2.0,113.0,2434,0,0,79,0,275000
90.0,2.0,3,1119,2.0,90.0,2989,0,0,82,0,269000
93.0,2.0,3,1172,2.0,93.0,3108,0,0,82,0,289000
65.0,1.0,3,738,1.0,65.0,2285,0,0,84,0,148500
93.0,2.0,3,1089,2.0,93.0,2774,0,0,82,0,258000
100.0,1.0,3,1024,1.0,100.0,2350,0,0,81,0,235000
110.0,2.0,4,1248,2.0,110.0,2900,0,0,79,0,319000
58.0,2.0,3,762,2.0,58.0,2672,0,0,81,0,155000
115.0,2.0,4,1197,2.0,115.0,2600,0,0,83,0,299000
109.0,2.0,4,1320,2.0,109.0,3202,0,0,84,0,349000
156.0,2.0,3,1382,2.0,156.0,2404,0,1,82,1,375000
100.0,2.0,4,901,2.0,100.0,1950,0,0,81,0,195000
92.0,2.0,3,1094,2.0,92.0,2826,0,0,82,0,260000
73.0,1.0,3,758,1.0,73.0,2110,0,0,84,0,154000
41.0,1.0,1,743,1.0,41.0,3656,0,0,82,0,149900
90.0,2.0,3,1135,2.0,90.0,3056,0,0,82,0,275000
142.0,2.0,4,1346,2.0,142.0,2535,0,0,82,0,360000
63.0,1.0,3,625,1.0,63.0,1905,0,0,81,0,120000
74.0,1.0,3,740,1.0,74.0,2014,0,0,81,0,149000
60.0,1.0,2,816,1.0,60.0,2833,0,0,84,0,170000
85.0,1.0,3,805,1.0,85.0,1965,0,0,84,0,167000
65.0,1.0,2,851,1.0,65.0,2769,0,0,84,0,180000
50.0,1.0,2,744,1.0,50.0,3000,0,0,82,0,150000
74.0,1.0,3,809,1.0,74.0,2270,0,0,81,0,168000
50.0,1.0,2,762,1.0,50.0,3100,0,0,82,0,155000
51.0,1.0,2,705,1.0,51.0,2745,0,0,82,0,140000
49.0,1.0,2,736,1.0,49.0,3020,0,0,83,0,148000
112.0,2.0,4,1067,2.0,112.0,2232,0,0,84,0,250000
52.0,1.0,2,744,1.0,52.0,2885,0,0,82,0,150000
100.0,1.0,4,901,1.0,100.0,1950,0,0,81,0,195000
60.0,1.0,2,705,1.0,60.0,2332,0,0,83,0,139900
90.0,1.0,3,979,1.0,90.0,2444,0,0,79,0,220000
69.0,1.0,1,840,1.0,69.0,2565,0,1,79,1,177000
63.0,1.0,2,638,1.0,63.0,1952,0,0,79,0,123000
93.0,2.0,3,1067,2.0,93.0,2688,0,0,81,0,250000
78.0,1.0,3,705,1.0,78.0,1795,0,0,81,0,140000
90.0,2.0,3,1092,2.0,90.0,2878,0,0,82,0,259000
90.0,2.0,3,1092,2.0,90.0,2878,0,0,82,0,259000
135.0,2.0,4,1346,2.0,135.0,2667,0,0,81,0,360000
96.0,2.0,3,1055,2.0,96.0,2562,0,0,83,0,246000
93.0,2.0,3,1138,2.0,93.0,2968,0,0,82,0,276000
85.0,1.0,3,948,1.0,85.0,2471,0,0,83,0,210000
74.0,1.0,3,868,1.0,74.0,2500,0,0,84,0,185000
73.0,1.0,3,833,1.0,73.0,2397,0,0,84,0,175000
60.0,1.0,3,666,1.0,60.0,2167,0,0,81,0,130000
95.0,2.0,3,1122,2.0,95.0,2842,0,0,82,0,270000
50.0,1.0,2,762,1.0,50.0,3100,0,0,82,0,155000
73.0,1.0,3,837,1.0,73.0,2411,0,0,81,0,176000
71.0,1.0,3,686,1.0,71.0,1901,0,0,81,0,135000
70.0,1.0,3,740,1.0,70.0,2129,0,0,81,0,149000
80.0,1.0,3,805,1.0,80.0,2086,0,0,81,0,166900
68.0,2.0,3,810,2.0,68.0,2475,0,0,81,0,168300
79.0,2.0,4,682,2.0,79.0,1697,0,0,81,0,134100
96.0,2.0,3,1148,2.0,96.0,2917,0,0,84,0,280000
140.0,2.0,4,1391,2.0,140.0,2707,0,0,82,0,379000
93.0,1.0,3,1140,1.0,93.0,2978,0,0,82,0,277000
85.0,2.0,2,1192,2.0,85.0,3494,0,1,80,1,297000
134.0,2.0,4,1496,2.0,134.0,3172,0,1,80,1,425000
100.0,1.0,3,933,1.0,100.0,2050,0,0,79,0,205000
81.0,1.0,4,816,1.0,81.0,2099,0,0,83,0,170000
92.0,2.0,3,979,2.0,92.0,2391,0,0,83,0,220000
50.0,1.0,2,762,1.0,50.0,3100,0,0,82,0,155000
100.0,2.0,4,901,2.0,100.0,1950,0,0,81,0,195000
62.0,1.0,3,732,1.0,62.0,2371,0,0,81,0,147000
65.0,1.0,3,979,1.0,65.0,3385,0,0,82,0,220000
85.0,1.0,3,805,1.0,85.0,1965,0,0,84,0,167000
68.0,2.0,3,810,2.0,68.0,2475,0,0,81,0,168300
93.0,2.0,3,1067,2.0,93.0,2688,0,0,81,0,250000
110.0,2.0,3,1460,2.0,110.0,3718,0,1,82,1,409000
111.0,2.0,3,1058,2.0,111.0,2225,0,0,82,0,247000
87.0,1.0,3,777,1.0,87.0,1828,0,0,79,0,159000
98.0,2.0,3,1225,2.0,98.0,3163,0,0,84,0,310000
71.0,1.0,3,777,1.0,71.0,2239,0,0,81,0,159000
58.0,1.0,3,658,1.0,58.0,2207,0,0,81,0,128000
129.0,2.0,3,1496,2.0,129.0,3295,0,1,82,1,425000
100.0,1.0,3,1439,1.0,100.0,4000,0,0,84,0,400000
152.0,2.0,4,1335,2.0,152.0,2336,0,1,82,1,354999
60.0,1.0,2,725,1.0,60.0,2417,0,0,81,0,145000
60.0,1.0,2,777,1.0,60.0,2650,0,0,79,0,159000
163.0,1.0,1,1478,1.0,163.0,2558,0,0,80,0,417000
50.0,1.0,2,744,1.0,50.0,3000,0,0,82,0,150000
163.0,1.0,1,1478,1.0,163.0,2558,0,0,83,0,417000
75.0,1.0,3,780,1.0,75.0,2133,0,0,81,0,160000
78.0,2.0,3,833,2.0,78.0,2244,0,0,79,0,175000
70.0,1.0,3,686,1.0,70.0,1929,0,0,81,0,135000
82.0,4.0,4,901,4.0,82.0,2378,0,0,81,0,195000
115.0,2.0,3,1161,2.0,115.0,2478,0,0,82,0,285000
86.0,2.0,3,1006,2.0,86.0,2663,0,0,84,0,229000
94.0,2.0,3,1122,2.0,94.0,2872,0,0,84,0,270000
102.0,2.0,2,1213,2.0,102.0,2990,0,0,83,0,305000
80.0,1.0,2,1081,1.0,80.0,3188,0,0,82,0,255000
62.0,1.0,3,690,1.0,62.0,2193,0,0,84,0,135989
57.0,1.0,3,762,1.0,57.0,2719,0,0,79,0,155000
43.0,1.0,2,666,1.0,43.0,3023,0,0,82,0,130000
55.0,1.0,2,762,1.0,55.0,2818,0,0,84,0,155000
62.0,1.0,3,705,1.0,62.0,2258,0,0,81,0,140000
58.0,1.0,2,658,1.0,58.0,2207,0,0,81,0,128000
110.0,2.0,3,1439,2.0,110.0,3636,0,0,83,0,400000
97.0,2.0,3,979,2.0,97.0,2268,0,0,84,0,220000
93.0,1.0,3,1140,1.0,93.0,2978,0,0,82,0,277000
65.0,1.0,2,666,1.0,65.0,2000,0,0,79,0,130000
92.0,2.0,3,1092,2.0,92.0,2815,0,0,82,0,259000
85.0,1.0,3,1143,1.0,85.0,3271,0,0,84,0,278000
50.0,1.0,3,851,1.0,50.0,3600,0,0,82,0,180000
66.0,1.0,2,780,1.0,66.0,2423,0,0,84,0,159950
95.0,2.0,3,1108,2.0,95.0,2789,0,0,82,0,265000
140.0,2.0,4,1416,2.0,140.0,2786,0,0,82,0,390000
52.0,1.0,2,780,1.0,52.0,3077,0,0,82,0,160000
128.0,2.0,4,1428,2.0,128.0,3086,0,0,83,0,394999
93.0,2.0,3,1009,2.0,93.0,2473,0,0,82,0,230000
45.0,1.0,2,762,1.0,45.0,3444,0,0,82,0,155000
93.0,1.0,3,1135,1.0,93.0,2957,0,0,82,0,275000
71.0,1.0,3,798,1.0,71.0,2324,0,0,81,0,165000
70.0,1.0,4,884,1.0,70.0,2714,0,0,81,0,190000
50.0,2.0,3,917,2.0,50.0,4000,0,0,84,0,200000
92.0,1.0,3,686,1.0,92.0,1467,0,0,84,0,135000
47.0,1.0,1,686,1.0,47.0,2872,0,0,80,0,135000
75.0,1.0,2,744,1.0,75.0,2000,0,0,81,0,150000
99.0,2.0,3,1111,2.0,99.0,2687,0,0,81,0,266000
133.0,2.0,4,1437,2.0,133.0,3000,0,0,82,0,399000
95.0,2.0,3,1081,2.0,95.0,2684,0,0,82,0,255000
101.0,2.0,3,747,2.0,101.0,1495,0,0,84,0,151000
71.0,1.0,3,1009,1.0,71.0,3239,0,0,81,0,230000
101.0,2.0,3,1148,2.0,101.0,2771,0,0,84,0,279845
110.0,2.0,3,1439,2.0,110.0,3636,0,0,83,0,400000
101.0,2.0,3,1148,2.0,101.0,2771,0,0,84,0,279845
87.0,1.0,4,884,1.0,87.0,2184,0,0,81,0,190000
264.0,3.0,5,2234,3.0,264.0,2841,0,1,83,1,750000
60.0,1.0,3,646,1.0,60.0,2083,0,0,81,0,125000
90.0,2.0,3,1103,2.0,90.0,2922,0,0,82,0,263000
127.0,2.0,4,1330,2.0,127.0,2780,0,0,81,0,353000
61.0,1.0,3,721,1.0,61.0,2361,0,0,83,0,144000
170.0,2.0,3,1553,2.0,170.0,2647,0,0,80,0,450000
52.0,1.0,2,762,1.0,52.0,2981,0,0,82,0,155000
72.0,1.0,3,744,1.0,72.0,2083,0,0,81,0,150000
133.0,2.0,4,1437,2.0,133.0,3000,0,0,82,0,399000
73.0,1.0,3,884,1.0,73.0,2603,0,0,84,0,190000
170.0,2.0,3,1553,2.0,170.0,2647,0,0,80,0,450000
110.0,2.0,4,1323,2.0,110.0,3182,0,0,83,0,350000
75.0,1.0,3,816,1.0,75.0,2267,0,0,81,0,170000
34.0,1.0,0,471,1.0,34.0,2500,0,0,83,0,85000
95.0,2.0,3,884,2.0,95.0,2000,0,0,84,0,190000
62.0,1.0,3,743,1.0,62.0,2418,0,0,81,0,149900
115.0,2.0,3,1508,2.0,115.0,3739,0,1,83,1,430000
75.0,1.0,3,798,1.0,75.0,2200,0,0,81,0,165000
220.0,3.0,4,1943,3.0,220.0,2818,0,0,83,0,620000
74.0,1.0,2,910,1.0,74.0,2676,0,0,84,0,198000
193.0,2.0,4,1735,2.0,193.0,2746,0,0,83,0,530000
67.0,2.0,3,702,2.0,67.0,2075,0,0,79,0,139000
73.0,1.0,3,758,1.0,73.0,2110,0,0,81,0,154000
79.0,2.0,4,682,2.0,79.0,1697,0,0,81,0,134100
90.0,1.0,2,1213,1.0,90.0,3389,0,0,82,0,305000
79.0,2.0,4,682,2.0,79.0,1697,0,0,81,0,134100
70.0,1.0,2,629,1.0,70.0,1729,0,0,83,0,121000
90.0,1.0,3,833,1.0,90.0,1944,0,0,83,0,175000
72.0,1.0,3,777,1.0,72.0,2208,0,0,81,0,159000
78.0,1.0,3,780,1.0,78.0,2051,0,0,81,0,160000
180.0,3.0,5,2126,3.0,180.0,3889,0,1,80,1,700000
110.0,2.0,4,1508,2.0,110.0,3909,0,1,82,1,430000
142.0,2.0,4,1346,2.0,142.0,2535,0,0,82,0,360000
99.0,2.0,3,1335,2.0,99.0,3586,0,0,83,0,355000
162.0,3.0,4,1496,3.0,162.0,2623,0,1,80,1,425000
58.0,1.0,2,740,1.0,58.0,2569,0,0,81,0,149000
75.0,1.0,3,393,1.0,75.0,919,0,0,83,0,68900
136.0,2.0,4,1346,2.0,136.0,2647,0,0,82,0,360000
58.0,1.0,3,658,1.0,58.0,2207,0,0,81,0,128000
62.0,1.0,3,705,1.0,62.0,2258,0,0,81,0,140000
100.0,2.0,4,901,2.0,100.0,1950,0,0,81,0,195000
90.0,2.0,3,1197,2.0,90.0,3322,0,0,82,0,299000
60.0,1.0,3,780,1.0,60.0,2667,0,0,82,0,160000
90.0,2.0,3,798,2.0,90.0,1833,0,0,82,0,165000
120.0,2.0,3,1311,2.0,120.0,2875,0,1,82,1,345000
61.0,1.0,3,705,1.0,61.0,2295,0,0,81,0,140000
92.0,2.0,3,1108,2.0,92.0,2880,0,0,82,0,265000
95.0,1.0,3,985,1.0,95.0,2337,0,0,81,0,222000
144.0,2.0,3,1553,2.0,144.0,3125,0,1,83,1,450000
98.0,2.0,3,1416,2.0,98.0,3980,0,0,83,0,390000
122.0,2.0,3,964,2.0,122.0,1762,0,0,81,0,215000
92.0,2.0,3,1092,2.0,92.0,2815,0,0,84,0,259000
60.0,1.0,3,705,1.0,60.0,2333,0,0,82,0,140000
56.0,1.0,1,621,1.0,56.0,2125,0,0,70,0,119000
88.0,2.0,3,910,2.0,88.0,2250,0,0,67,0,198000
66.0,1.0,3,674,1.0,66.0,2000,0,0,69,0,132000
77.0,1.0,2,1187,1.0,77.0,3831,0,0,70,0,295000
60.0,1.0,1,535,1.0,60.0,1650,0,0,71,0,99000
35.0,1.0,0,682,1.0,35.0,3829,0,0,70,0,134000
42.0,1.0,2,809,1.0,42.0,4000,0,0,70,0,168000
79.0,1.0,0,798,1.0,79.0,2089,0,0,67,0,165000
80.0,1.0,2,948,1.0,80.0,2625,0,0,66,0,210000
85.0,2.0,2,994,2.0,85.0,2647,0,0,69,0,225000
86.0,1.0,4,1108,1.0,86.0,3081,0,0,70,0,265000
88.0,1.0,2,904,1.0,88.0,2227,0,0,70,0,196000
110.0,2.0,4,1119,2.0,110.0,2445,0,0,67,0,269000
150.0,2.0,4,1439,2.0,150.0,2667,0,0,67,0,399990
93.0,1.0,3,976,1.0,93.0,2355,0,0,69,0,219000
65.0,1.0,3,766,1.0,65.0,2400,0,0,69,0,156000
102.0,2.0,4,1161,2.0,102.0,2794,0,0,67,0,285000
71.0,2.0,4,1213,2.0,71.0,4296,0,0,69,0,305000
136.0,2.0,4,1368,2.0,136.0,2713,0,0,69,0,369000
86.0,2.0,2,1262,2.0,86.0,3779,0,0,70,0,325000
75.0,1.0,3,948,1.0,75.0,2800,0,0,70,0,210000
112.0,2.0,4,1092,2.0,112.0,2312,0,0,67,0,259000
72.0,1.0,2,1009,1.0,72.0,3194,0,0,71,0,230000
47.0,1.0,1,769,1.0,47.0,3340,0,0,71,0,157000
74.0,1.0,2,1018,1.0,74.0,3149,0,0,71,0,233000
73.0,1.0,2,1047,1.0,73.0,3329,0,0,71,0,243000
50.0,1.0,2,769,1.0,50.0,3140,0,0,70,0,157000
53.0,1.0,2,621,1.0,53.0,2243,0,0,68,0,118900
67.0,1.0,3,742,1.0,67.0,2231,0,0,70,0,149500
65.0,1.0,2,698,1.0,65.0,2123,0,0,70,0,138000
74.0,1.0,3,625,1.0,74.0,1622,0,0,70,0,120000
75.0,1.0,2,574,1.0,75.0,1440,0,0,67,0,108000
48.0,1.0,2,548,1.0,48.0,2123,0,0,69,0,101890
90.0,1.0,3,1094,1.0,90.0,2889,0,0,70,0,260000
88.0,2.0,3,854,2.0,88.0,2057,0,0,70,0,181000
164.0,2.0,4,1781,2.0,164.0,3354,0,0,70,0,550000
73.0,1.0,2,702,1.0,73.0,1904,0,0,67,0,139000
63.0,1.0,3,678,1.0,63.0,2111,0,0,69,0,133000
95.0,2.0,3,1067,2.0,95.0,2632,0,0,70,0,250000
55.0,1.0,2,705,1.0,55.0,2545,0,0,67,0,140000
68.0,1.0,1,800,1.0,68.0,2434,0,0,69,0,165500
85.0,2.0,2,1161,2.0,85.0,3353,0,0,69,0,285000
57.0,1.0,3,805,1.0,57.0,2930,0,0,67,0,167000
63.0,1.0,1,544,1.0,63.0,1603,0,0,71,0,101000
73.0,1.0,3,847,1.0,73.0,2452,0,0,66,0,179000
65.0,1.0,3,650,1.0,65.0,1938,0,0,68,0,126000
75.0,1.0,3,851,1.0,75.0,2400,0,0,70,0,180000
68.0,2.0,1,813,2.0,68.0,2485,0,0,65,0,169000
75.0,1.0,3,901,1.0,75.0,2600,0,1,67,1,195000
140.0,2.0,4,1485,2.0,140.0,3000,0,1,67,1,420000
69.0,1.0,3,428,1.0,69.0,1101,0,0,67,0,76000
60.0,1.0,2,561,1.0,60.0,1750,0,0,68,0,105000
74.0,1.0,3,681,1.0,74.0,1806,0,0,70,0,133665
74.0,1.0,3,681,1.0,74.0,1806,0,0,70,0,133665
60.0,1.0,2,658,1.0,60.0,2133,0,0,66,0,128000
40.0,1.0,2,658,1.0,40.0,3200,0,0,70,0,128000
88.0,2.0,3,910,2.0,88.0,2250,0,0,67,0,198000
65.0,1.0,3,777,1.0,65.0,2446,0,0,67,0,159000
92.0,1.0,3,1023,1.0,92.0,2553,0,0,66,0,234900
40.0,1.0,1,762,1.0,40.0,3875,0,0,70,0,155000
60.0,1.0,2,548,1.0,60.0,1700,0,0,66,0,102000
83.0,1.0,3,851,1.0,83.0,2169,0,0,70,0,180000
56.0,1.0,2,517,1.0,56.0,1696,0,0,66,0,95000
72.0,1.0,2,1009,1.0,72.0,3194,0,0,71,0,230000
50.0,1.0,1,769,1.0,50.0,3140,0,0,71,0,157000
50.0,1.0,2,658,1.0,50.0,2560,0,0,66,0,128000
96.0,2.0,2,979,2.0,96.0,2292,0,0,70,0,220000
80.0,1.0,3,702,1.0,80.0,1738,0,0,68,0,139000
74.0,1.0,3,682,1.0,74.0,1811,0,0,69,0,134000
55.0,1.0,2,702,1.0,55.0,2527,0,0,69,0,139000
74.0,1.0,2,851,1.0,74.0,2432,0,0,69,0,180000
83.0,1.0,3,1094,1.0,83.0,3133,0,0,70,0,260000
65.0,1.0,2,650,1.0,65.0,1938,0,0,69,0,126000
109.0,2.0,3,1424,2.0,109.0,3610,0,1,69,1,393500
70.0,1.0,3,650,1.0,70.0,1800,0,0,66,0,126000
82.0,1.0,3,666,1.0,82.0,1585,0,0,66,0,130000
75.0,1.0,3,816,1.0,75.0,2267,0,0,66,0,170000
68.0,1.0,1,805,1.0,68.0,2456,0,0,69,0,167000
70.0,1.0,2,798,1.0,70.0,2357,0,0,70,0,165000
75.0,1.0,3,650,1.0,75.0,1680,0,0,69,0,126000
65.0,1.0,3,798,1.0,65.0,2538,0,0,70,0,165000
107.0,2.0,3,1358,2.0,107.0,3411,0,0,69,0,365000
59.0,1.0,2,744,1.0,59.0,2542,0,0,69,0,150000
62.0,1.0,3,737,1.0,62.0,2391,0,0,70,0,148270
52.0,1.0,2,613,1.0,52.0,2250,0,0,70,0,117000
70.0,1.0,2,645,1.0,70.0,1784,0,0,67,0,124900
56.0,1.0,2,646,1.0,56.0,2232,0,0,66,0,125000
54.0,1.0,2,662,1.0,54.0,2389,0,0,69,0,129000
75.0,1.0,2,1032,1.0,75.0,3173,0,0,71,0,238000
74.0,1.0,3,908,1.0,74.0,2666,0,0,70,0,197260
